TIME,WBE_1,WBE_2,WBE_3,FSP_X,FSP_Y,FSP_Z
0.239,0.198401,-0.0253262032521785,0.12042,0.0411787,-0.0474494,-9.80271
0.24,0.200272,-0.0355554652592401,0.121897,0.0327595,-0.0593797,-9.83489
0.241,0.20154,-0.0457513896961787,0.122279,0.0313574,-0.0604717,-9.8465
0.242,0.204068,-0.0559072567330329,0.121561,0.0330529,-0.0686786,-9.86723
0.243,0.205684,-0.0660891453245116,0.121723,0.0210281,-0.0602384,-9.86766
0.244,0.207767,-0.0760884300749692,0.123085,0.0339189,-0.0724715,-9.89629
0.245,0.210882,-0.0861165601315238,0.123221,0.0621086,-0.0490661,-9.91338
0.246,0.214027,-0.0961375575141415,0.122697,0.0227556,-0.0579663,-9.92623
0.247,0.217105,-0.106015054805679,0.123332,0.0349839,-0.0677655,-9.94169
0.248,0.219475,-0.115875262777745,0.123884,0.040699,-0.0720057,-9.93525
0.249,0.222242,-0.125700295449401,0.123652,0.0338947,-0.047788,-9.94908
0.25,0.225541,-0.13549104226688,0.124804,0.0274594,-0.0660139,-9.94965
0.251,0.227816,-0.145335800835206,0.124095,0.0172096,-0.0666228,-9.92034
0.252,0.230988,-0.154940600911134,0.124397,0.0248444,-0.0755866,-9.9488
0.253,0.233992,-0.164684412403892,0.124194,0.0440327,-0.0575194,-9.96522
0.254,0.236785,-0.174292322890855,0.124139,0.029539,-0.0651005,-10.0121
0.255,0.238479,-0.183824660690227,0.122679,0.0223088,-0.0660779,-10.0029
0.256,0.241589,-0.193322813254085,0.122556,0.0356246,-0.0477073,-10.0182
0.257,0.243005,-0.202793085710145,0.121744,0.0165717,-0.0674297,-10.0314
0.258,0.246339,-0.212119689110918,0.122864,0.0541465,-0.0556608,-10.0333
0.259,0.248172,-0.221418466307562,0.121806,0.0246555,-0.0680246,-10.0766
0.26,0.249883,-0.230640555820599,0.121222,0.0318077,-0.0522506,-10.0692
0.261,0.252281,-0.239748122632766,0.120691,0.0404116,-0.0779858,-10.0617
0.262,0.253123,-0.248927032785713,0.120902,0.0398741,-0.0646111,-10.0908
0.263,0.254768,-0.257976254609832,0.119736,0.0367597,-0.0642887,-10.0932
0.264,0.255854,-0.266987504854641,0.118517,0.0328333,-0.0589424,-10.116
0.265,0.25734,-0.275865014825427,0.117285,0.0381605,-0.0621489,-10.1413
0.266,0.25976,-0.284822433635906,0.116998,0.0377997,-0.0651336,-10.1439
0.267,0.26005,-0.293621405215215,0.116109,0.0193017,-0.0539678,-10.1355
0.268,0.260946,-0.302375575094138,0.116095,0.0166493,-0.056207,-10.1603
0.269,0.262089,-0.311019562030038,0.115095,0.0513373,-0.0652742,-10.1762
0.27,0.262544,-0.319714348039818,0.114981,0.0344209,-0.0717551,-10.1718
0.271,0.263201,-0.328174811295611,0.114273,0.0376873,-0.0652342,-10.1818
0.272,0.263328,-0.336683070687571,0.113194,0.0272218,-0.0493583,-10.1886
0.273,0.263484,-0.345192398026539,0.112602,0.0330307,-0.0769945,-10.1987
0.274,0.264522,-0.353588181432622,0.112585,0.0163111,-0.0748709,-10.1859
0.275,0.264399,-0.36185480444095,0.112976,0.0421899,-0.0393389,-10.1884
0.276,0.265435,-0.370267736805148,0.111465,0.0354989,-0.0673246,-10.2172
0.277,0.265628,-0.378402924333152,0.110196,0.0304178,-0.0802352,-10.2131
0.278,0.264679,-0.386583875325669,0.108749,0.0406723,-0.0512136,-10.2489
0.279,0.265784,-0.394591922374678,0.107956,0.0212015,-0.0354247,-10.2591
0.28,0.265539,-0.402669465328325,0.107024,0.0201132,-0.074198,-10.2589
0.281,0.265499,-0.41060586519928,0.106327,0.0416346,-0.0541729,-10.2568
0.282,0.266129,-0.418571613641218,0.105899,0.0454203,-0.0598293,-10.2648
0.283,0.26518,-0.426415996197108,0.105423,0.0399035,-0.0581534,-10.2732
0.284,0.265324,-0.434214788750343,0.105183,0.0207664,-0.0644289,-10.2739
0.285,0.264335,-0.441988398026538,0.104683,0.0295514,-0.0505797,-10.2633
0.286,0.264825,-0.449667362417171,0.103826,0.034782,-0.0686206,-10.272
0.287,0.265373,-0.457257959608504,0.102829,0.0208833,-0.0682811,-10.2712
0.288,0.263983,-0.464761805086171,0.103066,0.04008,-0.0522268,-10.2994
0.289,0.263231,-0.472236942293438,0.101338,0.0424689,-0.0589219,-10.3067
0.29,0.263965,-0.479567816191797,0.101134,0.0298216,-0.0634812,-10.3165
0.291,0.263663,-0.486801778623955,0.100473,0.0430158,-0.0697206,-10.3701
0.292,0.263838,-0.494019640103434,0.0996901,0.0425571,-0.060433,-10.3457
0.293,0.263025,-0.501086423509518,0.0988443,0.0444501,-0.0590859,-10.3836
0.294,0.263025,-0.508051047163066,0.098086,0.043562,-0.0555299,-10.4078
0.295,0.263848,-0.514946762288127,0.0969724,0.0364457,-0.0613732,-10.4171
0.296,0.262912,-0.521757629977045,0.0961796,0.0392662,-0.0430859,-10.4178
0.297,0.262131,-0.528394757391941,0.0954031,0.0452856,-0.0550329,-10.46
