TIME,WBE_1,WBE_2,WBE_3,FSP_X,FSP_Y,FSP_Z
0.325,0.266239,-0.729075493493034,0.0855907,1.55332,0.761353,-9.58782
0.33,0.245406,-0.763151790196052,0.0853039,0.161584,0.0695765,-10.1108
0.335,0.257891,-0.797840436562413,0.0702817,1.79034,1.10309,-9.93466
0.34,0.252052,-0.870792486804629,0.0797776,-0.273553,-1.09001,-9.5315
0.345,0.268224,-0.832116968034001,0.074874,0.381505,1.46973,-9.86964
0.35,0.244697,-0.752535076146047,0.0923691,-0.424283,0.0910599,-7.09106
0.355,0.241069,-0.909554545996159,0.0773553,0.439476,0.193085,-10.7161
0.36,0.228525,-0.847622179283974,0.0700927,1.2672,0.312644,-12.865
0.365,0.217517,-0.874758241481782,0.0654546,0.925553,1.0446,-11.4916
0.37,0.21005,-0.870476754458504,0.0730277,2.21856,-0.66974,-10.2531
0.375,0.207387,-0.862624698755259,0.0423615,0.685463,0.373797,-12.3172
0.38,0.176902,-0.900992878963443,0.0654448,-0.187358,1.35969,-11.2335
0.385,0.177386,-0.857488857834984,0.0758571,-0.137998,1.46534,-12.6475
0.39,0.155626,-0.880986887102776,0.069359,-0.25176,-0.570021,-11.5139
0.395,0.107021,-0.835238174677637,0.063628,2.88491,-0.153053,-9.26005
0.4,0.129862,-0.783641863976767,0.0543649,0.217442,-0.967491,-11.6406
0.405,0.090356,-0.790281901756575,0.0631501,-0.879663,0.0728503,-10.5395
0.41,0.109475,-0.746731141022158,0.0635027,1.29621,-1.53535,-10.4878
0.415,0.0717798,-0.794619176302504,0.0674813,-0.61733,-0.469413,-11.1884
0.42,0.0839987,-0.690663586931377,0.0730264,0.247162,-0.478797,-8.4787
0.425,0.0368854,-0.769140031374666,0.0927711,2.02081,0.417686,-11.0968
0.43,0.0164717,-0.693455075996914,0.090321,0.196005,1.05271,-12.5178
0.435,0.0171268,-0.725280047171324,0.0564661,0.00111414,-0.0508235,-10.6789
0.44,-0.0315705,-0.629637999890675,0.077755,0.784949,0.178428,-9.93389
0.445,-0.0405603,-0.615480357474704,0.0716379,1.81986,0.120577,-9.95599
0.45,-0.0600902,-0.529337440731452,0.0724532,-1.11206,-0.539283,-11.5933
0.455,-0.0795525,-0.511120073671391,0.0622564,-0.16683,0.823998,-11.825
0.46,-0.103937,-0.508839731710082,0.0691037,0.601632,0.740889,-10.9539
0.465,-0.0799126,-0.499465086595902,0.0587789,1.54478,-1.12331,-9.9152
0.47,-0.11194,-0.443678535466688,0.076966,-0.451235,0.0916671,-11.9698
0.475,-0.127504,-0.371495833769765,0.0647759,1.295,-0.425328,-9.55665
0.48,-0.11669,-0.328911241834562,0.0466152,0.286001,-0.419568,-10.1381
0.485,-0.16402,-0.285373563328262,0.059775,-0.577823,1.16529,-10.2303
0.49,-0.1402,-0.25315784866702,0.045219,0.470788,-0.0271409,-11.2643
0.495,-0.182769,-0.192433616442623,0.0503717,-0.28351,-1.23867,-10.6277
0.5,-0.186754,-0.149038760682726,0.0394205,0.532121,0.971348,-11.3135
0.505,-0.198128,0.0179433955466879,0.0457775,2.04252,-0.530235,-12.1704
0.51,-0.196579,-0.0640991741427346,0.0300993,-0.459844,1.82303,-12.6189
0.515,-0.210659,-0.0554458004643656,0.0309778,0.258906,-1.28115,-12.3834
0.52,-0.220215,0.0119578851559364,0.0234635,2.34097,1.65731,-12.7855
0.525,-0.211941,0.0753869647643644,0.033211,2.50637,2.21198,-9.44563
0.53,-0.246221,0.108642843156378,0.0250149,-0.4175,-0.806091,-11.6765
0.535,-0.228302,0.225219386653075,0.0240773,0.431198,1.18554,-9.95023
0.54,-0.25523,0.247958512867398,-0.00256842,0.504076,0.9933,-12.7967
0.545,-0.250271,0.230433039707842,-0.00502969,2.61162,1.48043,-11.0172
0.55,-0.248,0.284971984049308,0.0163824,0.262192,-0.503709,-11.9466
0.555,-0.261008,0.298462335730106,0.0269651,1.60837,0.188207,-12.3567
0.56,-0.252183,0.419249564863708,-0.00709137,-0.199262,-0.152574,-12.2026
0.565,-0.26411,0.400369320549588,0.00262053,0.49036,-0.171148,-11.32
0.57,-0.233676,0.416586043613521,-0.0001967,1.16497,-1.99047,-12.5635
0.575,-0.218415,0.449807779249187,0.0159047,-0.799514,0.39055,-10.928
0.58,-0.226733,0.461430833108916,0.00463538,1.15311,0.205551,-11.7611
0.585,-0.2391,0.538369399180096,0.0235035,0.275416,-0.925175,-11.1977
0.59,-0.216468,0.536625623593133,0.0179855,-0.229773,0.0716248,-11.885
0.595,-0.194378,0.548049549549058,0.0204704,0.512106,-0.566945,-13.51
0.6,-0.182007,0.51933283517108,0.0086809,-0.542496,0.428539,-14.4978
0.605,-0.168984,0.559585404685835,0.0102025,0.575276,0.103488,-12.392
0.61,-0.156086,0.606613096971338,0.0317891,0.201208,-0.90607,-10.9986
0.615,-0.135995,0.538228045148967,0.00443342,-1.09466,-1.07154,-12.298
0.62,-0.121023,0.537276880782152,0.00739322,-1.03341,0.590145,-12.5214
0.625,-0.0996902,0.521777677626801,0.0117538,1.06227,0.176181,-10.5108
0.63,-0.0989901,0.57354089636016,0.0128724,0.26264,-1.16197,-14.0212
0.635,-0.0758823,0.577061245124102,0.00419,-0.264945,-0.344581,-12.1236
0.64,-0.0423116,0.600249007548,0.0163385,0.796971,-0.964224,-13.7189
0.645,-0.023761,0.580683014370536,0.00785016,1.7732,1.31448,-12.0921
0.65,-0.0278846,0.599865965579249,0.00627826,1.1973,-0.650437,-11.4614
0.655,-0.0064097,0.572863713061182,-0.00640882,2.07343,-0.211899,-11.0152
0.66,0.0105329,0.546838724534765,0.00830261,0.853753,-1.48641,-11.3202
0.665,0.0105187,0.506388089905346,0.00043272,-0.892489,1.98671,-10.2079
0.67,0.0227136,0.478769061318309,0.0101732,0.495768,-0.759882,-11.7604
0.675,0.0403697,0.541923993748893,-0.00885264,0.124234,0.0218616,-12.9565
0.68,0.0523981,0.472237312673614,0.00639887,0.540681,-0.614149,-11.1922
0.685,0.0683419,0.450020683375996,0.004489,-0.206733,-0.0306144,-11.4933
0.69,0.0742121,0.462225750224851,0.0102434,1.01001,-0.315042,-13.0208
0.695,0.0845759,0.447474621903653,0.0031271,-1.09976,-0.0694196,-12.1199
0.7,0.0867838,0.45005504058734,-0.021257,-0.502964,-0.670813,-12.0712
0.705,0.101521,0.394105302164047,0.0111693,1.61764,-0.140209,-11.2253
0.71,0.126338,0.420148413878606,0.0197408,0.778652,-1.45505,-13.3471
0.715,0.113796,0.4003008574623,0.0195703,-0.566871,1.27147,-12.0706
0.72,0.120571,0.426800734780973,0.000467843,-0.785701,-2.56551,-10.1479
0.725,0.136218,0.419198705975286,0.0245574,0.874055,1.15538,-10.547
0.73,0.112438,0.375968173032867,0.00105014,0.761606,-0.268453,-11.6143
0.735,0.143849,0.426928983855465,0.0154983,-0.747091,1.12109,-10.6321
0.74,0.135666,0.410742241769947,0.0100667,-0.447032,-1.21049,-12.7747
0.745,0.147536,0.357826256950466,0.0190378,-1.36812,-0.201416,-13.6109
0.75,0.147298,0.348483139511519,0.0135043,-0.695615,-0.300309,-10.8588
0.755,0.158777,0.34181559915523,0.00911091,-0.327651,-0.44769,-12.1245
0.76,0.149395,0.265389580570945,0.00890438,-0.858329,-0.705467,-13.8932
0.765,0.151098,0.272096345320366,-0.00284013,0.580887,-1.00553,-11.6774
0.77,0.136039,0.271480770607941,-0.0115757,-1.58702,-0.58818,-12.4285
0.775,0.134562,0.213328084662966,0.00516874,-0.149072,1.05917,-13.2066
0.78,0.11903,0.199030791229585,-0.0033031,-1.40845,0.147475,-10.7945
0.785,0.107055,0.20527778947549,-0.000919408,0.919805,-0.0273177,-11.8233
0.79,0.0789076,0.150681363134478,-0.0015347,0.34452,-0.762366,-11.3772
0.795,0.086758,0.129797308221312,-0.00871183,0.760699,-0.871309,-10.8467
0.8,0.070049,0.141519541030061,0.00201742,0.0792868,0.993958,-11.9248
0.805,0.0650325,0.118209457027973,-0.0155415,-0.864319,-1.09515,-12.5521
0.81,0.0626095,0.0688906522268719,0.00745745,-0.164957,0.534752,-11.9818
0.815,0.0496436,0.00686961444095706,-0.00388961,-0.0701808,-0.973982,-11.2734
0.82,0.0673671,-0.0458854556142847,-0.00222643,1.36457,0.225256,-12.5797
0.825,0.0498104,-0.0119233184104058,0.00921316,0.814337,1.78313,-10.3193
0.83,0.0623367,-0.0305552533305298,0.0136667,-1.90116,0.896364,-12.5664
0.835,0.0295783,-0.0485999903545575,-0.00118351,-1.08527,0.429327,-10.2187
0.84,0.026468,-0.0304307933762675,-0.0148984,-0.51838,-0.98214,-11.5536
0.845,0.0193091,-0.166548083808274,0.00717515,-0.289943,0.712063,-11.5303
0.85,0.00981258,-0.168170625700008,0.0040901,0.803106,-0.947447,-11.1338
0.855,0.00768717,-0.202210581142374,-0.00130261,1.03671,-0.119605,-11.0616
0.86,-0.0216245,-0.178946237730137,-0.00881257,0.11333,-2.16171,-9.50005
0.865,-0.0118005,-0.219909767030235,-0.0211382,0.431255,0.0518039,-11.3878
0.87,-0.0261799,-0.275359766702262,-0.00589663,1.34702,0.163476,-11.0744
0.875,-0.028659,-0.291068004959117,-0.0092845,-0.658948,0.601775,-10.8099
0.88,-0.0395302,-0.2624144156327,0.00536817,-0.597891,0.0936128,-10.4863
0.885,-0.0251171,-0.292000726661544,-0.00314304,-0.167959,-0.222373,-10.6615
0.89,-0.0223219,-0.385041515391667,0.0136558,1.04466,1.28579,-10.8867
0.895,-0.0251043,-0.36334830675048,0.00541112,0.299529,0.400061,-10.2668
0.9,-0.0180411,-0.431707170642729,0.00198891,1.21028,0.687328,-10.7854
0.905,0.0026775,-0.383817123734765,0.0179671,0.419848,1.16342,-10.4247
0.91,-0.0148924,-0.404159781311351,-0.00784135,-0.146731,1.43105,-12.7818
0.915,-0.0123554,-0.428374257606413,0.00791149,0.841001,-1.69596,-11.5765
0.92,0.00259924,-0.461303649283218,0.00504571,-0.199826,-0.114768,-10.7266
0.925,0.00643307,-0.501310787323905,-0.00862117,0.31403,-0.594794,-11.7359
0.93,-0.0270216,-0.536233522850246,0.00914611,-0.148788,0.4958,-10.7428
0.935,-0.00464675,-0.506030965971836,-5.109e-05,0.972516,-0.86881,-10.8546
0.94,-0.00854967,-0.518734178011888,0.00283847,0.214444,0.703434,-11.4775
0.945,-0.00363126,-0.540865731203267,-0.0070643,0.815393,0.524736,-12.1478
0.95,-0.0229612,-0.574862433536232,-0.00966139,1.69373,0.0152547,-11.2933
0.955,-0.0273089,-0.594021033764804,-0.00556972,0.903753,0.736205,-12.5272
0.96,-0.0191054,-0.559105431802042,-0.00281819,1.23736,0.639799,-10.8144
0.965,-0.0271761,-0.583868426932345,-0.0152957,1.36373,0.361314,-10.54
0.97,-0.0440419,-0.568890626927384,-0.00403268,0.21759,0.948883,-9.09011
0.975,-0.0478935,-0.585549804501974,0.00865056,0.0341099,0.180657,-8.68135
0.98,-0.039998,-0.620519539809666,0.0197556,0.161342,0.315383,-10.0583
0.985,-0.0318729,-0.559934712335718,-0.00543782,-0.364576,0.0252094,-9.90553
0.99,-0.0302524,-0.540340069721001,0.0173699,0.783279,-2.70035,-10.6546
0.995,-0.0011424,-0.565606114104696,0.0194964,-0.841832,0.492726,-9.58993
1,-0.016193,-0.549838705513182,0.000978002,-0.186215,0.211738,-11.5536
1.005,-0.00732896,-0.534769521116055,0.00340279,-0.224807,-1.58098,-11.045
1.01,-0.0170842,-0.540183288563685,-0.00914871,-0.625535,1.4388,-10.8881
1.015,0.00218118,-0.547427206424987,-0.00543848,0.245196,0.159475,-8.17018
1.02,-0.00451281,-0.487050093020948,0.000334758,-1.00171,0.283337,-9.86581
1.025,0.0118973,-0.450870113533267,0.00595332,-0.30016,1.59753,-10.8244
1.03,0.00276736,-0.424255968670044,0.00288607,-0.375815,0.20711,-10.1567
1.035,-0.00426527,-0.495957864309643,-0.0100593,0.403077,-0.19346,-9.88199
1.04,-0.0186133,-0.436953344793648,-0.0268204,-0.456381,1.2498,-10.629
1.045,-0.0236389,-0.406773875211798,-0.00803921,0.0294247,0.952142,-10.9661
1.05,-0.000441305,-0.328671072682568,0.0152756,-1.31509,0.717395,-9.70544
1.055,-0.0173425,-0.3496017855251,2.19626e-05,-0.11754,-1.24561,-11.5628
1.06,0.00291955,-0.292890307759207,0.0262253,1.08719,-2.02236,-9.68814
1.065,-0.0153355,-0.300897800268321,-0.0168828,0.473612,1.86892,-11.0186
1.07,-0.00218306,-0.245340255961643,-0.0281614,1.72304,-0.31841,-11.1018
1.075,0.00130351,-0.251468305259745,-0.00459039,-1.17851,0.504221,-10.2935
1.08,-0.00823103,-0.256283719073736,-0.0063603,-0.796719,-0.358899,-10.1291
1.085,-0.018325,-0.170286402777706,-0.00881259,-1.27617,0.770959,-10.0956
1.09,-0.0329039,-0.121295698645935,-0.00645503,0.430971,-0.490133,-8.39988
1.095,-0.0518979,-0.141999885458006,-0.00554054,2.10043,-1.3276,-8.87084
1.1,-0.0453259,-0.0303977356207813,-0.00633482,0.463552,0.318473,-9.7042
1.105,-0.0209537,0.0147457287574568,-0.00867772,0.866254,0.0578714,-11.5821
1.11,-0.0269464,-0.0583971875753225,-0.00788981,-0.417226,0.0342497,-10.2922
1.115,-0.0266648,-0.0231368309418685,-0.0221247,-0.453882,-0.539178,-9.47262
1.12,-0.0281225,0.0792503841854289,-0.0249722,-1.23788,0.442029,-11.3215
1.125,-0.0483142,0.000720175623279556,0.00102459,0.542369,0.552107,-10.2508
1.13,-0.0299934,0.104237729558497,0.00547839,0.838647,0.201504,-9.71766
1.135,-0.0354437,0.0992898588437113,-0.0179706,-0.702283,-1.04172,-10.0155
1.14,-0.0235769,0.132584578200711,0.00499118,0.978974,-0.635739,-11.4485
1.145,-0.0263349,0.18433132175706,-0.00907662,-0.574048,-0.103874,-10.3949
1.15,-0.032275,0.200889551874582,-0.00336648,0.223098,0.513257,-9.97788
1.155,-0.00826743,0.228384766766876,-0.0122831,-0.0551353,0.689046,-9.16038
1.16,-0.0124919,0.217411795001134,0.00655158,0.867287,-0.263973,-10.7885
1.165,-0.0155996,0.252267342642063,-0.0102978,0.705169,0.465793,-12.6367
1.17,-0.0217507,0.265139366533343,-0.00650194,0.591537,-0.0381854,-9.25591
1.175,-0.00908393,0.275150863867443,-0.00297975,-0.243163,1.02082,-11.1865
1.18,-0.0363365,0.339508392576208,-0.00584081,0.565398,-0.260388,-9.74908
1.185,-0.0286043,0.334147956560417,-0.0106895,0.650924,0.114528,-11.876
1.19,-0.00978072,0.352548637918959,0.00360515,0.41732,-1.21179,-12.1803
1.195,-0.0298784,0.37295697970633,-0.019245,0.676395,0.836659,-10.0746
1.2,-0.0429536,0.439794312281026,-0.0126073,-0.209233,0.222989,-12.4746
1.205,-0.0325008,0.385193727714981,-0.0116725,0.841644,0.286409,-9.93406
1.21,-0.0191923,0.381266279698888,0.0152235,3.54514,-0.116999,-10.5961
1.215,-0.0362931,0.400460041705392,-0.0235358,0.17904,-1.71519,-10.2959
1.22,-0.0348629,0.37339141003754,-0.00618989,0.0998434,0.125691,-10.3485
1.225,-0.0282343,0.378129685656809,-0.0139286,-1.09519,0.384083,-10.576
1.23,-0.0344191,0.3836399627022,-0.015102,-1.07336,-2.86731,-11.0378
1.235,-0.048799,0.401990840239522,-0.0282056,-0.59546,-0.419646,-11.9406
1.24,-0.0520288,0.445711091003494,0.0078773,-0.043835,-0.473755,-10.5495
1.245,-0.052316,0.405760727451622,-0.0190179,1.41885,0.111539,-9.21445
1.25,-0.0449245,0.431174188938849,-0.0288428,1.34558,1.11762,-12.1281
1.255,-0.0340618,0.437563842018423,-0.00504976,0.6096,0.337217,-10.2855
1.26,-0.0593867,0.419135630987098,-0.00521862,-0.94843,-0.743116,-11.8813
1.265,-0.0513316,0.411177211294684,-0.0156845,2.02657,-1.15216,-10.8377
1.27,-0.0571168,0.426557334482826,-0.018082,0.546757,0.499699,-10.291
1.275,-0.0395263,0.399364618723437,0.0108156,-0.275886,0.732161,-8.93645
1.28,-0.0307733,0.370080474868941,-0.0147547,-0.368256,0.338726,-9.6083
1.285,-0.0390811,0.360013608477229,0.0115692,-0.442707,1.37867,-9.12718
1.29,-0.0361513,0.356385725170809,-0.0033886,-0.0897212,0.365584,-10.8814
1.295,0.00147387,0.356768789540105,0.00594786,0.78062,-0.724252,-10.9474
1.3,0.000143282,0.373190453501929,-0.0063226,-0.387174,-0.47796,-9.60938
1.305,-0.00115398,0.307186472652741,0.00388314,-0.074002,1.36354,-9.96769
1.31,0.0157735,0.350958276608093,0.00355993,2.1748,0.113297,-11.9429
1.315,-0.00764855,0.358523588054331,-0.0175469,0.416112,0.336551,-10.336
1.32,-0.0102518,0.341128933439311,-0.0238619,-0.47035,1.00644,-9.56508
1.325,-0.0131014,0.231084050326733,-0.014242,1.62724,-0.402048,-10.7601
1.33,-0.00719284,0.25397147486894,0.00372107,0.684691,-1.17403,-11.1043
1.335,-0.0263183,0.25838457517453,0.00796448,0.943934,0.75374,-9.50724
1.34,-0.0162226,0.304753063077306,-0.0159504,1.39753,1.97882,-11.1412
1.345,-0.00464698,0.228275377987023,-0.00718382,-1.66374,-0.156603,-9.42146
1.35,0.00216107,0.174300678724949,0.00698606,-0.0817412,1.72148,-9.68489
1.355,0.00733177,0.177035738969916,0.002097,-0.425873,-0.620473,-11.6313
1.36,0.00306392,0.1688708707794,-0.00957431,-0.895174,-0.812096,-9.95306
1.365,-0.00240639,0.167644147452106,-0.00973709,1.31384,-1.09671,-9.67937
1.37,0.00800883,0.159313450341617,-0.013526,1.48893,-0.781154,-9.91853
1.375,0.00362171,0.121319183979732,-0.0148272,0.769187,0.501724,-9.32561
1.38,-0.00624522,0.158271100986342,-0.0140351,-0.735172,0.341392,-9.42979
1.385,-0.0192997,0.147275248811133,0.0105133,0.191726,-0.874562,-8.52372
1.39,0.00194801,0.0987445212194086,-0.0144289,1.06961,0.0577789,-10.2777
1.395,-0.0162596,0.119505086030444,0.00234053,0.685109,-0.0511141,-10.2219
1.4,-0.0387783,0.0906872943710325,-0.000560529,0.034423,-0.563275,-9.23557
1.405,-0.00638442,0.0134999391746616,0.0130377,-0.260854,-1.2229,-9.19914
1.41,0.00183503,0.0387420836791044,0.017707,0.639185,-0.561971,-9.66546
1.415,0.023677,0.0786000361698258,0.00618656,-0.646481,0.19627,-9.82309
1.42,0.0208574,0.00780260125619262,-0.00105563,0.0794833,-0.786433,-9.79519
1.425,0.0257245,0.0366427922691191,-0.00559944,-1.61695,2.13971,-8.45801
1.43,0.011313,0.00241752480807662,0.00664219,-2.24957,-0.024008,-9.68579
1.435,0.0317141,-0.0134441877671884,-0.0212575,-0.483725,-0.815034,-12.4989
1.44,0.0243548,0.0258999210435923,-0.000528309,0.200761,-0.666816,-10.4875
1.445,0.00293075,0.0271749206461128,0.00172384,-0.36729,-1.22976,-11.3399
1.45,0.0277145,0.0127530089413788,0.00359191,-0.461899,0.513258,-11.6917
1.455,0.0219666,-0.0526901664215085,-0.0170385,0.226744,-0.83234,-11.2666
1.46,0.011481,0.00697407961090868,-0.0193226,-1.35967,1.38724,-11.4893
1.465,0.0222286,0.00436431650573742,0.00910924,-1.41815,-0.489474,-11.9255
1.47,0.0146698,-0.0522332228875145,-0.010333,0.547224,1.13025,-10.1696
1.475,0.00675287,-0.0148390593003642,0.0114241,-0.185213,-1.17936,-9.91283
1.48,0.0203542,0.0237794235931038,-0.0104541,0.585881,-0.0466646,-9.5379
1.485,-0.00152342,-0.0622475598941484,-0.0099156,-0.00828276,-0.134339,-11.1744
1.49,-0.00176661,-0.0169456321374571,-0.00053819,0.193874,-0.651347,-9.6647
1.495,0.0356951,-0.0735027937966033,-0.00551583,0.151811,-0.224912,-8.90534
1.5,0.0071287,-0.112994619554244,0.00638647,0.0935602,0.153394,-10.7272
1.505,0.0132825,-0.091847780526205,0.00226949,0.0288365,-0.998839,-11.7095
1.51,0.0307988,-0.0545317662908387,-0.0109792,1.36943,0.333807,-9.67692
1.515,0.0249839,-0.0798950449516634,-0.011552,-0.269661,-0.635579,-9.46089
1.52,0.0138401,-0.0557579129374635,0.00217262,0.931269,-1.13733,-10.7044
1.525,0.0217711,-0.0831600768992881,-0.00481413,0.708508,-1.43285,-9.91263
1.53,0.00852381,-0.0637455391328928,-0.0107107,-0.340723,-1.82173,-11.5294
1.535,0.00149551,-0.0423737618236526,0.0011527,0.267197,1.73206,-10.3081
1.54,0.00681742,-0.0612570955357848,-0.000829413,0.221564,0.0333111,-11.1032
1.545,0.00570354,-0.0705601246952616,0.00119138,1.40529,0.62539,-9.51962
1.55,0.026912,-0.0750558279644079,-0.00329954,1.2241,0.309196,-9.03614
1.555,0.0234846,-0.0134888611910999,0.0134646,-1.49453,1.08268,-8.70933
1.56,0.0413098,-0.00730607214292622,-0.00864911,-1.36865,-1.7429,-10.1486
1.565,0.0171541,-0.0495056408815067,0.0223056,-0.655208,-1.23684,-11.1749
1.57,0.0159883,-0.0457233401838495,0.0151772,1.2877,0.791676,-9.67838
1.575,0.0211618,0.0164385593311419,0.0048922,1.06615,1.3661,-9.54611
1.58,0.0266987,-0.0501677450152677,0.00177278,0.978226,0.14911,-9.56745
1.585,0.0258747,-0.00770029971875653,-0.0182355,1.71896,-0.88194,-10.219
1.59,0.0192172,0.0108848145363489,0.00304599,-0.450077,1.73659,-10.0885
1.595,0.0137972,-0.0443903762632449,-0.0237997,0.29738,1.68176,-10.1837
1.6,0.00737807,-0.0349656580278622,-0.00987934,-1.37033,0.137415,-7.5655
1.605,-0.00538966,-0.046549234200746,-0.0120062,0.0894267,0.302127,-9.93252
1.61,0.0191504,0.0409286930641584,0.00862977,-1.2865,-0.455973,-11.6825
1.615,0.0315008,0.00266495867549864,-0.0182281,0.226077,-0.0704706,-9.67258
1.62,0.0123168,-0.0126486704886944,-0.0106827,-1.02657,0.00158073,-10.2683
1.625,0.0113409,0.0950846076856216,-0.000387141,-0.939448,0.699282,-10.0015
1.63,0.0140587,0.0385871390583561,-0.0129581,-0.951817,0.582906,-9.82219
1.635,0.0202502,0.0560325620551951,-0.0164105,-1.26297,0.342607,-9.80835
1.64,0.0152921,0.0175339686660634,-0.00985151,2.22325,-1.82398,-11.4522
1.645,0.0143793,0.0375195503321848,-0.0323458,0.187087,-1.02953,-10.5932
1.65,0.0288634,0.0491858974046555,0.0082686,0.867773,-2.0924,-11.7884
