TIME,TRUTH_N
4.734,10.2524
4.735,10.2524
4.736,10.2523
4.737,10.2523
4.738,10.2523
4.739,10.2522
4.74,10.2522
4.741,10.2522
4.742,10.2521
4.743,10.2521
4.744,10.2521
4.745,10.252
4.746,10.252
4.747,10.252
4.748,10.2519
4.749,10.2519
4.75,10.2519
4.751,10.2518
4.752,10.2518
4.753,10.2518
4.754,10.2517
4.755,10.2517
4.756,10.2517
4.757,10.2516
4.758,10.2516
4.759,10.2516
4.76,10.2515
4.761,10.2515
4.762,10.2515
4.763,10.2515
4.764,10.2514
4.765,10.2514
4.766,10.2514
4.767,10.2513
4.768,10.2513
4.769,10.2513
4.77,10.2512
4.771,10.2512
4.772,10.2512
4.773,10.2511
4.774,10.2511
4.775,10.2511
4.776,10.251
4.777,10.251
4.778,10.251
4.779,10.2509
4.78,10.2509
4.781,10.2509
4.782,10.2508
4.783,10.2508
4.784,10.2508
4.785,10.2507
4.786,10.2507
4.787,10.2507
4.788,10.2507
4.789,10.2506
4.79,10.2506
4.791,10.2506
4.792,10.2505
4.793,10.2505
4.794,10.2505
4.795,10.2504
4.796,10.2504
4.797,10.2504
4.798,10.2503
4.799,10.2503
4.8,10.2503
4.801,10.2502
4.802,10.2502
4.803,10.2502
4.804,10.2501
4.805,10.2501
4.806,10.2501
4.807,10.25
4.808,10.25
4.809,10.25
4.81,10.25
4.811,10.2499
4.812,10.2499
4.813,10.2499
4.814,10.2498
4.815,10.2498
4.816,10.2498
4.817,10.2497
4.818,10.2497
4.819,10.2497
4.82,10.2496
4.821,10.2496
4.822,10.2496
4.823,10.2495
4.824,10.2495
4.825,10.2495
4.826,10.2494
4.827,10.2494
4.828,10.2494
4.829,10.2494
4.83,10.2493
4.831,10.2493
4.832,10.2493
4.833,10.2492
4.834,10.2492
4.835,10.2492
4.836,10.2491
4.837,10.2491
4.838,10.2491
4.839,10.249
4.84,10.249
4.841,10.249
4.842,10.2489
4.843,10.2489
4.844,10.2489
4.845,10.2488
4.846,10.2488
4.847,10.2488
4.848,10.2488
4.849,10.2487
4.85,10.2487
4.851,10.2487
4.852,10.2486
4.853,10.2486
4.854,10.2486
4.855,10.2485
4.856,10.2485
4.857,10.2485
4.858,10.2484
4.859,10.2484
4.86,10.2484
4.861,10.2484
4.862,10.2483
4.863,10.2483
4.864,10.2483
4.865,10.2482
4.866,10.2482
4.867,10.2482
4.868,10.2481
4.869,10.2481
4.87,10.2481
4.871,10.248
4.872,10.248
4.873,10.248
4.874,10.248
4.875,10.2479
4.876,10.2479
4.877,10.2479
4.878,10.2478
4.879,10.2478
4.88,10.2478
4.881,10.2477
4.882,10.2477
4.883,10.2477
4.884,10.2476
4.885,10.2476
4.886,10.2476
4.887,10.2476
4.888,10.2475
4.889,10.2475
4.89,10.2475
4.891,10.2474
4.892,10.2474
4.893,10.2474
4.894,10.2473
4.895,10.2473
4.896,10.2473
4.897,10.2473
4.898,10.2472
4.899,10.2472
4.9,10.2472
4.901,10.2471
4.902,10.2471
4.903,10.2471
4.904,10.247
4.905,10.247
4.906,10.247
4.907,10.247
4.908,10.2469
4.909,10.2469
4.91,10.2469
4.911,10.2468
4.912,10.2468
4.913,10.2468
4.914,10.2467
4.915,10.2467
4.916,10.2467
4.917,10.2467
4.918,10.2466
4.919,10.2466
4.92,10.2466
4.921,10.2465
4.922,10.2465
4.923,10.2465
4.924,10.2464
4.925,10.2464
4.926,10.2464
4.927,10.2464
4.928,10.2463
4.929,10.2463
4.93,10.2463
4.931,10.2462
4.932,10.2462
4.933,10.2462
4.934,10.2461
4.935,10.2461
4.936,10.2461
4.937,10.2461
4.938,10.246
4.939,10.246
4.94,10.246
4.941,10.2459
4.942,10.2459
4.943,10.2459
4.944,10.2459
4.945,10.2458
4.946,10.2458
4.947,10.2458
4.948,10.2457
4.949,10.2457
4.95,10.2457
4.951,10.2457
4.952,10.2456
4.953,10.2456
4.954,10.2456
4.955,10.2455
4.956,10.2455
4.957,10.2455
4.958,10.2454
4.959,10.2454
4.96,10.2454
4.961,10.2454
4.962,10.2453
4.963,10.2453
4.964,10.2453
4.965,10.2452
4.966,10.2452
4.967,10.2452
4.968,10.2452
4.969,10.2451
4.97,10.2451
4.971,10.2451
4.972,10.245
4.973,10.245
4.974,10.245
4.975,10.245
4.976,10.2449
4.977,10.2449
4.978,10.2449
4.979,10.2448
4.98,10.2448
4.981,10.2448
4.982,10.2448
4.983,10.2447
4.984,10.2447
4.985,10.2447
4.986,10.2446
4.987,10.2446
4.988,10.2446
4.989,10.2446
4.99,10.2445
4.991,10.2445
4.992,10.2445
4.993,10.2444
4.994,10.2444
4.995,10.2444
4.996,10.2444
4.997,10.2443
4.998,10.2443
4.999,10.2443
5,10.2442
5.001,10.2442
5.002,10.2442
5.003,10.2442
5.004,10.2441
5.005,10.2441
5.006,10.2441
5.007,10.2441
5.008,10.244
5.009,10.244
5.01,10.244
5.011,10.2439
5.012,10.2439
5.013,10.2439
5.014,10.2439
5.015,10.2438
5.016,10.2438
5.017,10.2438
5.018,10.2437
5.019,10.2437
5.02,10.2437
5.021,10.2437
5.022,10.2436
5.023,10.2436
5.024,10.2436
5.025,10.2435
5.026,10.2435
5.027,10.2435
5.028,10.2435
5.029,10.2434
5.03,10.2434
5.031,10.2434
5.032,10.2434
5.033,10.2433
5.034,10.2433
5.035,10.2433
5.036,10.2432
5.037,10.2432
5.038,10.2432
5.039,10.2432
5.04,10.2431
5.041,10.2431
5.042,10.2431
5.043,10.243
5.044,10.243
5.045,10.243
5.046,10.243
5.047,10.2429
5.048,10.2429
5.049,10.2429
5.05,10.2429
5.051,10.2428
5.052,10.2428
5.053,10.2428
5.054,10.2427
5.055,10.2427
5.056,10.2427
5.057,10.2427
5.058,10.2426
5.059,10.2426
5.06,10.2426
5.061,10.2426
5.062,10.2425
5.063,10.2425
5.064,10.2425
5.065,10.2424
5.066,10.2424
5.067,10.2424
5.068,10.2424
5.069,10.2423
5.07,10.2423
5.071,10.2423
5.072,10.2422
5.073,10.2422
5.074,10.2422
5.075,10.2422
5.076,10.2421
5.077,10.2421
5.078,10.2421
5.079,10.2421
5.08,10.242
5.081,10.242
5.082,10.242
5.083,10.2419
5.084,10.2419
5.085,10.2419
5.086,10.2419
5.087,10.2418
5.088,10.2418
5.089,10.2418
5.09,10.2418
5.091,10.2417
5.092,10.2417
5.093,10.2417
5.094,10.2416
5.095,10.2416
5.096,10.2416
5.097,10.2416
5.098,10.2415
5.099,10.2415
5.1,10.2415
5.101,10.2415
5.102,10.2414
5.103,10.2414
5.104,10.2414
5.105,10.2413
5.106,10.2413
5.107,10.2413
5.108,10.2413
5.109,10.2412
5.11,10.2412
5.111,10.2412
5.112,10.2412
5.113,10.2411
5.114,10.2411
5.115,10.2411
5.116,10.241
5.117,10.241
5.118,10.241
5.119,10.241
5.12,10.2409
5.121,10.2409
5.122,10.2409
5.123,10.2408
5.124,10.2408
5.125,10.2408
5.126,10.2408
5.127,10.2407
5.128,10.2407
5.129,10.2407
5.13,10.2407
5.131,10.2406
5.132,10.2406
5.133,10.2406
5.134,10.2405
5.135,10.2405
5.136,10.2405
5.137,10.2405
5.138,10.2404
5.139,10.2404
5.14,10.2404
5.141,10.2404
5.142,10.2403
5.143,10.2403
5.144,10.2403
5.145,10.2402
5.146,10.2402
5.147,10.2402
5.148,10.2402
5.149,10.2401
5.15,10.2401
5.151,10.2401
5.152,10.2401
5.153,10.24
5.154,10.24
5.155,10.24
5.156,10.2399
5.157,10.2399
5.158,10.2399
5.159,10.2399
5.16,10.2398
5.161,10.2398
5.162,10.2398
5.163,10.2398
5.164,10.2397
5.165,10.2397
5.166,10.2397
5.167,10.2396
5.168,10.2396
5.169,10.2396
5.17,10.2396
5.171,10.2395
5.172,10.2395
5.173,10.2395
5.174,10.2395
5.175,10.2394
5.176,10.2394
5.177,10.2394
5.178,10.2393
5.179,10.2393
5.18,10.2393
5.181,10.2393
5.182,10.2392
5.183,10.2392
5.184,10.2392
5.185,10.2392
5.186,10.2391
5.187,10.2391
5.188,10.2391
5.189,10.239
5.19,10.239
5.191,10.239
5.192,10.239
5.193,10.2389
5.194,10.2389
5.195,10.2389
5.196,10.2389
5.197,10.2388
5.198,10.2388
5.199,10.2388
5.2,10.2387
5.201,10.2387
5.202,10.2387
5.203,10.2387
5.204,10.2386
5.205,10.2386
5.206,10.2386
5.207,10.2385
5.208,10.2385
5.209,10.2385
5.21,10.2385
5.211,10.2384
5.212,10.2384
5.213,10.2384
5.214,10.2384
5.215,10.2383
5.216,10.2383
5.217,10.2383
5.218,10.2382
5.219,10.2382
5.22,10.2382
5.221,10.2382
5.222,10.2381
5.223,10.2381
5.224,10.2381
5.225,10.2381
5.226,10.238
5.227,10.238
5.228,10.238
5.229,10.2379
5.23,10.2379
5.231,10.2379
5.232,10.2379
5.233,10.2378
5.234,10.2378
5.235,10.2378
5.236,10.2378
5.237,10.2377
5.238,10.2377
5.239,10.2377
5.24,10.2376
5.241,10.2376
5.242,10.2376
5.243,10.2376
5.244,10.2375
5.245,10.2375
5.246,10.2375
5.247,10.2375
5.248,10.2374
5.249,10.2374
5.25,10.2374
5.251,10.2374
5.252,10.2373
5.253,10.2373
5.254,10.2373
5.255,10.2372
5.256,10.2372
5.257,10.2372
5.258,10.2372
5.259,10.2371
5.26,10.2371
5.261,10.2371
5.262,10.2371
5.263,10.237
5.264,10.237
5.265,10.237
5.266,10.2369
5.267,10.2369
5.268,10.2369
5.269,10.2369
5.27,10.2368
5.271,10.2368
5.272,10.2368
5.273,10.2368
5.274,10.2367
5.275,10.2367
5.276,10.2367
5.277,10.2366
5.278,10.2366
5.279,10.2366
5.28,10.2366
5.281,10.2365
5.282,10.2365
5.283,10.2365
5.284,10.2365
5.285,10.2364
5.286,10.2364
5.287,10.2364
5.288,10.2364
5.289,10.2363
5.29,10.2363
5.291,10.2363
5.292,10.2362
5.293,10.2362
5.294,10.2362
5.295,10.2362
5.296,10.2361
5.297,10.2361
5.298,10.2361
5.299,10.2361
5.3,10.236
5.301,10.236
5.302,10.236
5.303,10.236
5.304,10.2359
5.305,10.2359
5.306,10.2359
5.307,10.2358
5.308,10.2358
5.309,10.2358
5.31,10.2358
5.311,10.2357
5.312,10.2357
5.313,10.2357
5.314,10.2357
5.315,10.2356
5.316,10.2356
5.317,10.2356
5.318,10.2356
5.319,10.2355
5.32,10.2355
5.321,10.2355
5.322,10.2354
5.323,10.2354
5.324,10.2354
5.325,10.2354
5.326,10.2353
5.327,10.2353
5.328,10.2353
5.329,10.2353
5.33,10.2352
5.331,10.2352
5.332,10.2352
5.333,10.2352
5.334,10.2351
5.335,10.2351
5.336,10.2351
5.337,10.235
5.338,10.235
5.339,10.235
5.34,10.235
5.341,10.2349
5.342,10.2349
5.343,10.2349
5.344,10.2349
5.345,10.2348
5.346,10.2348
5.347,10.2348
5.348,10.2348
5.349,10.2347
5.35,10.2347
5.351,10.2347
5.352,10.2347
5.353,10.2346
5.354,10.2346
5.355,10.2346
5.356,10.2345
5.357,10.2345
5.358,10.2345
5.359,10.2345
5.36,10.2344
5.361,10.2344
5.362,10.2344
5.363,10.2344
5.364,10.2343
5.365,10.2343
5.366,10.2343
5.367,10.2343
5.368,10.2342
5.369,10.2342
5.37,10.2342
5.371,10.2342
5.372,10.2341
5.373,10.2341
5.374,10.2341
5.375,10.2341
5.376,10.234
5.377,10.234
5.378,10.234
5.379,10.2339
5.38,10.2339
5.381,10.2339
5.382,10.2339
5.383,10.2338
5.384,10.2338
5.385,10.2338
5.386,10.2338
5.387,10.2337
5.388,10.2337
5.389,10.2337
5.39,10.2337
5.391,10.2336
5.392,10.2336
5.393,10.2336
5.394,10.2336
5.395,10.2335
5.396,10.2335
5.397,10.2335
5.398,10.2335
5.399,10.2334
5.4,10.2334
5.401,10.2334
5.402,10.2334
5.403,10.2333
5.404,10.2333
5.405,10.2333
5.406,10.2332
5.407,10.2332
5.408,10.2332
5.409,10.2332
5.41,10.2331
5.411,10.2331
5.412,10.2331
5.413,10.2331
5.414,10.233
5.415,10.233
5.416,10.233
5.417,10.233
5.418,10.2329
5.419,10.2329
5.42,10.2329
5.421,10.2329
5.422,10.2328
5.423,10.2328
5.424,10.2328
5.425,10.2328
5.426,10.2327
5.427,10.2327
5.428,10.2327
5.429,10.2327
5.43,10.2326
5.431,10.2326
5.432,10.2326
5.433,10.2326
5.434,10.2325
5.435,10.2325
5.436,10.2325
5.437,10.2324
5.438,10.2324
5.439,10.2324
5.44,10.2324
5.441,10.2323
5.442,10.2323
5.443,10.2323
5.444,10.2323
5.445,10.2322
5.446,10.2322
5.447,10.2322
5.448,10.2322
5.449,10.2321
5.45,10.2321
5.451,10.2321
5.452,10.2321
5.453,10.232
5.454,10.232
5.455,10.232
5.456,10.232
5.457,10.2319
5.458,10.2319
5.459,10.2319
5.46,10.2319
5.461,10.2318
5.462,10.2318
5.463,10.2318
5.464,10.2318
5.465,10.2317
5.466,10.2317
5.467,10.2317
5.468,10.2316
5.469,10.2316
5.47,10.2316
5.471,10.2316
5.472,10.2315
5.473,10.2315
5.474,10.2315
5.475,10.2315
5.476,10.2314
5.477,10.2314
5.478,10.2314
5.479,10.2314
5.48,10.2313
5.481,10.2313
5.482,10.2313
5.483,10.2313
5.484,10.2312
5.485,10.2312
5.486,10.2312
5.487,10.2312
5.488,10.2311
5.489,10.2311
5.49,10.2311
5.491,10.2311
5.492,10.231
5.493,10.231
5.494,10.231
5.495,10.231
5.496,10.2309
5.497,10.2309
5.498,10.2309
5.499,10.2308
5.5,10.2308
5.501,10.2308
5.502,10.2308
5.503,10.2307
5.504,10.2307
5.505,10.2307
5.506,10.2307
5.507,10.2306
5.508,10.2306
5.509,10.2306
5.51,10.2306
5.511,10.2305
5.512,10.2305
5.513,10.2305
5.514,10.2305
5.515,10.2304
5.516,10.2304
5.517,10.2304
5.518,10.2304
5.519,10.2303
5.52,10.2303
5.521,10.2303
5.522,10.2303
5.523,10.2302
5.524,10.2302
5.525,10.2302
5.526,10.2301
5.527,10.2301
5.528,10.2301
5.529,10.2301
5.53,10.23
5.531,10.23
5.532,10.23
5.533,10.23
5.534,10.2299
5.535,10.2299
5.536,10.2299
5.537,10.2299
5.538,10.2298
5.539,10.2298
5.54,10.2298
5.541,10.2298
5.542,10.2297
5.543,10.2297
5.544,10.2297
5.545,10.2297
5.546,10.2296
5.547,10.2296
5.548,10.2296
5.549,10.2296
5.55,10.2295
5.551,10.2295
5.552,10.2295
5.553,10.2294
5.554,10.2294
5.555,10.2294
5.556,10.2294
5.557,10.2293
5.558,10.2293
5.559,10.2293
5.56,10.2293
5.561,10.2292
5.562,10.2292
5.563,10.2292
5.564,10.2292
5.565,10.2291
5.566,10.2291
5.567,10.2291
5.568,10.2291
5.569,10.229
5.57,10.229
5.571,10.229
5.572,10.2289
5.573,10.2289
5.574,10.2289
5.575,10.2289
5.576,10.2288
5.577,10.2288
5.578,10.2288
5.579,10.2288
5.58,10.2287
5.581,10.2287
5.582,10.2287
5.583,10.2287
5.584,10.2286
5.585,10.2286
5.586,10.2286
5.587,10.2286
5.588,10.2285
5.589,10.2285
5.59,10.2285
5.591,10.2284
5.592,10.2284
5.593,10.2284
5.594,10.2284
5.595,10.2283
5.596,10.2283
5.597,10.2283
5.598,10.2283
5.599,10.2282
5.6,10.2282
5.601,10.2282
5.602,10.2282
5.603,10.2281
5.604,10.2281
5.605,10.2281
5.606,10.2281
5.607,10.228
5.608,10.228
5.609,10.228
5.61,10.2279
5.611,10.2279
5.612,10.2279
5.613,10.2279
5.614,10.2278
5.615,10.2278
5.616,10.2278
5.617,10.2278
5.618,10.2277
5.619,10.2277
5.62,10.2277
5.621,10.2277
5.622,10.2276
5.623,10.2276
5.624,10.2276
5.625,10.2275
5.626,10.2275
5.627,10.2275
5.628,10.2275
5.629,10.2274
5.63,10.2274
5.631,10.2274
5.632,10.2274
5.633,10.2273
5.634,10.2273
5.635,10.2273
5.636,10.2273
5.637,10.2272
5.638,10.2272
5.639,10.2272
5.64,10.2271
5.641,10.2271
5.642,10.2271
5.643,10.2271
5.644,10.227
5.645,10.227
5.646,10.227
5.647,10.227
5.648,10.2269
5.649,10.2269
5.65,10.2269
5.651,10.2269
5.652,10.2268
5.653,10.2268
5.654,10.2268
5.655,10.2267
5.656,10.2267
5.657,10.2267
5.658,10.2267
5.659,10.2266
5.66,10.2266
5.661,10.2266
5.662,10.2266
5.663,10.2265
5.664,10.2265
5.665,10.2265
5.666,10.2264
5.667,10.2264
5.668,10.2264
5.669,10.2264
5.67,10.2263
5.671,10.2263
5.672,10.2263
5.673,10.2263
5.674,10.2262
5.675,10.2262
5.676,10.2262
5.677,10.2262
5.678,10.2261
5.679,10.2261
5.68,10.2261
5.681,10.226
5.682,10.226
5.683,10.226
5.684,10.226
5.685,10.2259
5.686,10.2259
5.687,10.2259
5.688,10.2259
5.689,10.2258
5.69,10.2258
5.691,10.2258
5.692,10.2257
5.693,10.2257
5.694,10.2257
5.695,10.2257
5.696,10.2256
5.697,10.2256
5.698,10.2256
5.699,10.2256
5.7,10.2255
5.701,10.2255
5.702,10.2255
5.703,10.2255
5.704,10.2254
5.705,10.2254
5.706,10.2254
5.707,10.2253
5.708,10.2253
5.709,10.2253
5.71,10.2253
5.711,10.2252
5.712,10.2252
5.713,10.2252
5.714,10.2252
5.715,10.2251
5.716,10.2251
5.717,10.2251
5.718,10.225
5.719,10.225
5.72,10.225
5.721,10.225
5.722,10.2249
5.723,10.2249
5.724,10.2249
5.725,10.2249
5.726,10.2248
5.727,10.2248
5.728,10.2248
5.729,10.2248
5.73,10.2247
5.731,10.2247
5.732,10.2247
5.733,10.2246
5.734,10.2246
5.735,10.2246
5.736,10.2246
5.737,10.2245
5.738,10.2245
5.739,10.2245
5.74,10.2245
5.741,10.2244
5.742,10.2244
5.743,10.2244
5.744,10.2244
5.745,10.2243
5.746,10.2243
5.747,10.2243
5.748,10.2242
5.749,10.2242
5.75,10.2242
5.751,10.2242
5.752,10.2241
5.753,10.2241
5.754,10.2241
5.755,10.2241
5.756,10.224
5.757,10.224
5.758,10.224
5.759,10.224
5.76,10.2239
5.761,10.2239
5.762,10.2239
5.763,10.2238
5.764,10.2238
5.765,10.2238
5.766,10.2238
5.767,10.2237
5.768,10.2237
5.769,10.2237
5.77,10.2237
5.771,10.2236
5.772,10.2236
5.773,10.2236
5.774,10.2236
5.775,10.2235
5.776,10.2235
5.777,10.2235
5.778,10.2235
5.779,10.2234
5.78,10.2234
5.781,10.2234
5.782,10.2233
5.783,10.2233
5.784,10.2233
5.785,10.2233
5.786,10.2232
5.787,10.2232
5.788,10.2232
5.789,10.2232
5.79,10.2231
5.791,10.2231
5.792,10.2231
5.793,10.2231
5.794,10.223
5.795,10.223
5.796,10.223
5.797,10.223
5.798,10.2229
5.799,10.2229
5.8,10.2229
5.801,10.2229
5.802,10.2228
5.803,10.2228
5.804,10.2228
5.805,10.2228
5.806,10.2227
5.807,10.2227
5.808,10.2227
5.809,10.2227
5.81,10.2226
5.811,10.2226
5.812,10.2226
5.813,10.2225
5.814,10.2225
5.815,10.2225
5.816,10.2225
5.817,10.2224
5.818,10.2224
5.819,10.2224
5.82,10.2224
5.821,10.2223
5.822,10.2223
5.823,10.2223
5.824,10.2223
5.825,10.2222
5.826,10.2222
5.827,10.2222
5.828,10.2222
5.829,10.2221
5.83,10.2221
5.831,10.2221
5.832,10.2221
5.833,10.222
5.834,10.222
5.835,10.222
5.836,10.222
5.837,10.2219
5.838,10.2219
5.839,10.2219
5.84,10.2219
5.841,10.2218
5.842,10.2218
5.843,10.2218
5.844,10.2218
5.845,10.2217
5.846,10.2217
5.847,10.2217
5.848,10.2217
5.849,10.2217
5.85,10.2216
5.851,10.2216
5.852,10.2216
5.853,10.2216
5.854,10.2215
5.855,10.2215
5.856,10.2215
5.857,10.2215
5.858,10.2214
5.859,10.2214
5.86,10.2214
5.861,10.2214
5.862,10.2213
5.863,10.2213
5.864,10.2213
5.865,10.2213
5.866,10.2212
5.867,10.2212
5.868,10.2212
5.869,10.2212
5.87,10.2211
5.871,10.2211
5.872,10.2211
5.873,10.2211
5.874,10.221
5.875,10.221
5.876,10.221
5.877,10.221
5.878,10.221
5.879,10.2209
5.88,10.2209
5.881,10.2209
5.882,10.2209
5.883,10.2208
5.884,10.2208
5.885,10.2208
5.886,10.2208
5.887,10.2207
5.888,10.2207
5.889,10.2207
5.89,10.2207
5.891,10.2207
5.892,10.2206
5.893,10.2206
5.894,10.2206
5.895,10.2206
5.896,10.2205
5.897,10.2205
5.898,10.2205
5.899,10.2205
5.9,10.2204
5.901,10.2204
5.902,10.2204
5.903,10.2204
5.904,10.2204
5.905,10.2203
5.906,10.2203
5.907,10.2203
5.908,10.2203
5.909,10.2202
5.91,10.2202
5.911,10.2202
5.912,10.2202
5.913,10.2202
5.914,10.2201
5.915,10.2201
5.916,10.2201
5.917,10.2201
5.918,10.22
5.919,10.22
5.92,10.22
5.921,10.22
5.922,10.22
5.923,10.2199
5.924,10.2199
5.925,10.2199
5.926,10.2199
5.927,10.2198
5.928,10.2198
5.929,10.2198
5.93,10.2198
5.931,10.2198
5.932,10.2197
5.933,10.2197
5.934,10.2197
5.935,10.2197
5.936,10.2196
5.937,10.2196
5.938,10.2196
5.939,10.2196
5.94,10.2196
5.941,10.2195
5.942,10.2195
5.943,10.2195
5.944,10.2195
5.945,10.2195
5.946,10.2194
5.947,10.2194
5.948,10.2194
5.949,10.2194
5.95,10.2194
5.951,10.2193
5.952,10.2193
5.953,10.2193
5.954,10.2193
5.955,10.2192
5.956,10.2192
5.957,10.2192
5.958,10.2192
5.959,10.2192
5.96,10.2191
5.961,10.2191
5.962,10.2191
5.963,10.2191
5.964,10.2191
5.965,10.219
5.966,10.219
5.967,10.219
5.968,10.219
5.969,10.219
5.97,10.2189
5.971,10.2189
5.972,10.2189
5.973,10.2189
5.974,10.2189
5.975,10.2188
5.976,10.2188
5.977,10.2188
5.978,10.2188
5.979,10.2188
5.98,10.2187
5.981,10.2187
5.982,10.2187
5.983,10.2187
5.984,10.2187
5.985,10.2186
5.986,10.2186
5.987,10.2186
5.988,10.2186
5.989,10.2186
5.99,10.2185
5.991,10.2185
5.992,10.2185
5.993,10.2185
5.994,10.2185
5.995,10.2184
5.996,10.2184
5.997,10.2184
5.998,10.2184
5.999,10.2184
6,10.2183
6.001,10.2183
6.002,10.2183
6.003,10.2183
6.004,10.2183
6.005,10.2182
6.006,10.2182
6.007,10.2182
6.008,10.2182
6.009,10.2182
6.01,10.2181
6.011,10.2181
6.012,10.2181
6.013,10.2181
6.014,10.2181
6.015,10.2181
6.016,10.218
6.017,10.218
6.018,10.218
6.019,10.218
6.02,10.218
6.021,10.2179
6.022,10.2179
6.023,10.2179
6.024,10.2179
6.025,10.2179
6.026,10.2178
6.027,10.2178
6.028,10.2178
6.029,10.2178
6.03,10.2178
6.031,10.2177
6.032,10.2177
6.033,10.2177
6.034,10.2177
6.035,10.2177
6.036,10.2177
6.037,10.2176
6.038,10.2176
6.039,10.2176
6.04,10.2176
6.041,10.2176
6.042,10.2175
6.043,10.2175
6.044,10.2175
6.045,10.2175
6.046,10.2175
6.047,10.2175
6.048,10.2174
6.049,10.2174
6.05,10.2174
6.051,10.2174
6.052,10.2174
6.053,10.2173
6.054,10.2173
6.055,10.2173
6.056,10.2173
6.057,10.2173
6.058,10.2173
6.059,10.2172
6.06,10.2172
6.061,10.2172
6.062,10.2172
6.063,10.2172
6.064,10.2171
6.065,10.2171
6.066,10.2171
6.067,10.2171
6.068,10.2171
6.069,10.2171
6.07,10.217
6.071,10.217
6.072,10.217
6.073,10.217
6.074,10.217
6.075,10.217
6.076,10.2169
6.077,10.2169
6.078,10.2169
6.079,10.2169
6.08,10.2169
6.081,10.2168
6.082,10.2168
6.083,10.2168
6.084,10.2168
6.085,10.2168
6.086,10.2168
6.087,10.2167
6.088,10.2167
6.089,10.2167
6.09,10.2167
6.091,10.2167
6.092,10.2167
6.093,10.2166
6.094,10.2166
6.095,10.2166
6.096,10.2166
6.097,10.2166
6.098,10.2165
6.099,10.2165
6.1,10.2165
6.101,10.2165
6.102,10.2165
6.103,10.2165
6.104,10.2164
6.105,10.2164
6.106,10.2164
6.107,10.2164
6.108,10.2164
6.109,10.2164
6.11,10.2163
6.111,10.2163
6.112,10.2163
6.113,10.2163
6.114,10.2163
6.115,10.2163
6.116,10.2162
6.117,10.2162
6.118,10.2162
6.119,10.2162
6.12,10.2162
6.121,10.2162
6.122,10.2161
6.123,10.2161
6.124,10.2161
6.125,10.2161
6.126,10.2161
6.127,10.216
6.128,10.216
6.129,10.216
6.13,10.216
6.131,10.216
6.132,10.216
6.133,10.2159
6.134,10.2159
6.135,10.2159
6.136,10.2159
6.137,10.2159
6.138,10.2159
6.139,10.2158
6.14,10.2158
6.141,10.2158
6.142,10.2158
6.143,10.2158
6.144,10.2158
6.145,10.2157
6.146,10.2157
6.147,10.2157
6.148,10.2157
6.149,10.2157
6.15,10.2157
6.151,10.2156
6.152,10.2156
6.153,10.2156
6.154,10.2156
6.155,10.2156
6.156,10.2156
6.157,10.2155
6.158,10.2155
6.159,10.2155
6.16,10.2155
6.161,10.2155
6.162,10.2155
6.163,10.2154
6.164,10.2154
6.165,10.2154
6.166,10.2154
6.167,10.2154
6.168,10.2153
6.169,10.2153
6.17,10.2153
6.171,10.2153
6.172,10.2153
6.173,10.2153
6.174,10.2152
6.175,10.2152
6.176,10.2152
6.177,10.2152
6.178,10.2152
6.179,10.2152
6.18,10.2151
6.181,10.2151
6.182,10.2151
6.183,10.2151
6.184,10.2151
6.185,10.2151
6.186,10.215
6.187,10.215
6.188,10.215
6.189,10.215
6.19,10.215
6.191,10.215
6.192,10.2149
6.193,10.2149
6.194,10.2149
6.195,10.2149
6.196,10.2149
6.197,10.2149
6.198,10.2148
6.199,10.2148
6.2,10.2148
6.201,10.2148
6.202,10.2148
6.203,10.2147
6.204,10.2147
6.205,10.2147
6.206,10.2147
6.207,10.2147
6.208,10.2147
6.209,10.2146
6.21,10.2146
6.211,10.2146
6.212,10.2146
6.213,10.2146
6.214,10.2146
6.215,10.2145
6.216,10.2145
6.217,10.2145
6.218,10.2145
6.219,10.2145
6.22,10.2145
6.221,10.2144
6.222,10.2144
6.223,10.2144
6.224,10.2144
6.225,10.2144
6.226,10.2143
6.227,10.2143
6.228,10.2143
6.229,10.2143
6.23,10.2143
6.231,10.2143
6.232,10.2142
6.233,10.2142
6.234,10.2142
6.235,10.2142
6.236,10.2142
6.237,10.2142
6.238,10.2141
6.239,10.2141
6.24,10.2141
6.241,10.2141
6.242,10.2141
6.243,10.214
6.244,10.214
6.245,10.214
6.246,10.214
6.247,10.214
6.248,10.214
6.249,10.2139
6.25,10.2139
6.251,10.2139
6.252,10.2139
6.253,10.2139
6.254,10.2139
6.255,10.2138
6.256,10.2138
6.257,10.2138
6.258,10.2138
6.259,10.2138
6.26,10.2137
6.261,10.2137
6.262,10.2137
6.263,10.2137
6.264,10.2137
6.265,10.2137
6.266,10.2136
6.267,10.2136
6.268,10.2136
6.269,10.2136
6.27,10.2136
6.271,10.2135
6.272,10.2135
6.273,10.2135
6.274,10.2135
6.275,10.2135
6.276,10.2135
6.277,10.2134
6.278,10.2134
6.279,10.2134
6.28,10.2134
6.281,10.2134
6.282,10.2134
6.283,10.2133
6.284,10.2133
6.285,10.2133
6.286,10.2133
6.287,10.2133
6.288,10.2132
6.289,10.2132
6.29,10.2132
6.291,10.2132
6.292,10.2132
6.293,10.2132
6.294,10.2131
6.295,10.2131
6.296,10.2131
6.297,10.2131
6.298,10.2131
6.299,10.213
6.3,10.213
6.301,10.213
6.302,10.213
6.303,10.213
6.304,10.213
6.305,10.2129
