TIME,TRUTH_N
12.819,23.3959
12.82,23.4048
12.821,23.4137
12.822,23.4226
12.823,23.4315
12.824,23.4403
12.825,23.4492
12.826,23.4581
12.827,23.467
12.828,23.4759
12.829,23.4848
12.83,23.4937
12.831,23.5026
12.832,23.5115
12.833,23.5204
12.834,23.5293
12.835,23.5382
12.836,23.5471
12.837,23.556
12.838,23.5649
12.839,23.5738
12.84,23.5827
12.841,23.5916
12.842,23.6005
12.843,23.6094
12.844,23.6183
12.845,23.6272
12.846,23.6361
12.847,23.645
12.848,23.654
12.849,23.6629
12.85,23.6718
12.851,23.6807
12.852,23.6896
12.853,23.6985
12.854,23.7074
12.855,23.7164
12.856,23.7253
12.857,23.7342
12.858,23.7431
12.859,23.752
12.86,23.761
12.861,23.7699
12.862,23.7788
12.863,23.7877
12.864,23.7967
12.865,23.8056
12.866,23.8145
12.867,23.8235
12.868,23.8324
12.869,23.8413
12.87,23.8502
12.871,23.8592
12.872,23.8681
12.873,23.877
12.874,23.886
12.875,23.8949
12.876,23.9039
12.877,23.9128
12.878,23.9217
12.879,23.9307
12.88,23.9396
12.881,23.9486
12.882,23.9575
12.883,23.9664
12.884,23.9754
12.885,23.9843
12.886,23.9933
12.887,24.0022
12.888,24.0112
12.889,24.0201
12.89,24.0291
12.891,24.038
12.892,24.047
12.893,24.0559
12.894,24.0649
12.895,24.0738
12.896,24.0828
12.897,24.0917
12.898,24.1007
12.899,24.1097
12.9,24.1186
12.901,24.1276
12.902,24.1365
12.903,24.1455
12.904,24.1545
12.905,24.1634
12.906,24.1724
12.907,24.1814
12.908,24.1903
12.909,24.1993
12.91,24.2083
12.911,24.2172
12.912,24.2262
12.913,24.2352
12.914,24.2441
12.915,24.2531
12.916,24.2621
12.917,24.2711
12.918,24.28
12.919,24.289
12.92,24.298
12.921,24.307
12.922,24.3159
12.923,24.3249
12.924,24.3339
12.925,24.3429
12.926,24.3518
12.927,24.3608
12.928,24.3698
12.929,24.3788
12.93,24.3878
12.931,24.3968
12.932,24.4058
12.933,24.4147
12.934,24.4237
12.935,24.4327
12.936,24.4417
12.937,24.4507
12.938,24.4597
12.939,24.4687
12.94,24.4777
12.941,24.4867
12.942,24.4957
12.943,24.5046
12.944,24.5136
12.945,24.5226
12.946,24.5316
12.947,24.5406
12.948,24.5496
12.949,24.5586
12.95,24.5676
12.951,24.5766
12.952,24.5856
12.953,24.5946
12.954,24.6036
12.955,24.6126
12.956,24.6217
12.957,24.6307
12.958,24.6397
12.959,24.6487
12.96,24.6577
12.961,24.6667
12.962,24.6757
12.963,24.6847
12.964,24.6937
12.965,24.7027
12.966,24.7117
12.967,24.7208
12.968,24.7298
12.969,24.7388
12.97,24.7478
12.971,24.7568
12.972,24.7658
12.973,24.7749
12.974,24.7839
12.975,24.7929
12.976,24.8019
12.977,24.8109
12.978,24.82
12.979,24.829
12.98,24.838
12.981,24.847
12.982,24.8561
12.983,24.8651
12.984,24.8741
12.985,24.8831
12.986,24.8922
12.987,24.9012
12.988,24.9102
12.989,24.9193
12.99,24.9283
12.991,24.9373
12.992,24.9464
12.993,24.9554
12.994,24.9644
12.995,24.9735
12.996,24.9825
12.997,24.9915
12.998,25.0006
12.999,25.0096
13,25.0186
13.001,25.0277
13.002,25.0367
13.003,25.0458
13.004,25.0548
13.005,25.0638
13.006,25.0729
13.007,25.0819
13.008,25.091
13.009,25.1
13.01,25.1091
13.011,25.1181
13.012,25.1272
13.013,25.1362
13.014,25.1453
13.015,25.1543
13.016,25.1634
13.017,25.1724
13.018,25.1815
13.019,25.1905
13.02,25.1996
13.021,25.2086
13.022,25.2177
13.023,25.2267
13.024,25.2358
13.025,25.2448
13.026,25.2539
13.027,25.263
13.028,25.272
13.029,25.2811
13.03,25.2901
13.031,25.2992
13.032,25.3083
13.033,25.3173
13.034,25.3264
13.035,25.3354
13.036,25.3445
13.037,25.3536
13.038,25.3626
13.039,25.3717
13.04,25.3808
13.041,25.3898
13.042,25.3989
13.043,25.408
13.044,25.417
13.045,25.4261
13.046,25.4352
13.047,25.4443
13.048,25.4533
13.049,25.4624
13.05,25.4715
13.051,25.4806
13.052,25.4896
13.053,25.4987
13.054,25.5078
13.055,25.5169
13.056,25.5259
13.057,25.535
13.058,25.5441
13.059,25.5532
13.06,25.5623
13.061,25.5713
13.062,25.5804
13.063,25.5895
13.064,25.5986
13.065,25.6077
13.066,25.6167
13.067,25.6258
13.068,25.6349
13.069,25.644
13.07,25.6531
13.071,25.6622
13.072,25.6713
13.073,25.6804
13.074,25.6894
13.075,25.6985
13.076,25.7076
13.077,25.7167
13.078,25.7258
13.079,25.7349
13.08,25.744
13.081,25.7531
13.082,25.7622
13.083,25.7713
13.084,25.7804
13.085,25.7895
13.086,25.7986
13.087,25.8077
13.088,25.8168
13.089,25.8259
13.09,25.835
13.091,25.8441
13.092,25.8532
13.093,25.8623
13.094,25.8714
13.095,25.8805
13.096,25.8896
13.097,25.8987
13.098,25.9078
13.099,25.9169
13.1,25.926
13.101,25.9351
13.102,25.9442
13.103,25.9533
13.104,25.9624
13.105,25.9715
13.106,25.9806
13.107,25.9897
13.108,25.9988
13.109,26.0079
13.11,26.0171
13.111,26.0262
13.112,26.0353
13.113,26.0444
13.114,26.0535
13.115,26.0626
13.116,26.0717
13.117,26.0809
13.118,26.09
13.119,26.0991
13.12,26.1082
13.121,26.1173
13.122,26.1264
13.123,26.1356
13.124,26.1447
13.125,26.1538
13.126,26.1629
13.127,26.172
13.128,26.1812
13.129,26.1903
13.13,26.1994
13.131,26.2085
13.132,26.2176
13.133,26.2268
13.134,26.2359
13.135,26.245
13.136,26.2541
13.137,26.2633
13.138,26.2724
13.139,26.2815
13.14,26.2906
13.141,26.2998
13.142,26.3089
13.143,26.318
13.144,26.3272
13.145,26.3363
13.146,26.3454
13.147,26.3546
13.148,26.3637
13.149,26.3728
13.15,26.382
13.151,26.3911
13.152,26.4002
13.153,26.4094
13.154,26.4185
13.155,26.4276
13.156,26.4368
13.157,26.4459
13.158,26.455
13.159,26.4642
13.16,26.4733
13.161,26.4825
13.162,26.4916
13.163,26.5007
13.164,26.5099
13.165,26.519
13.166,26.5282
13.167,26.5373
13.168,26.5465
13.169,26.5556
13.17,26.5647
13.171,26.5739
13.172,26.583
13.173,26.5922
13.174,26.6013
13.175,26.6105
13.176,26.6196
13.177,26.6288
13.178,26.6379
13.179,26.6471
13.18,26.6562
13.181,26.6654
13.182,26.6745
13.183,26.6837
13.184,26.6928
13.185,26.702
13.186,26.7111
13.187,26.7203
13.188,26.7294
13.189,26.7386
13.19,26.7478
13.191,26.7569
13.192,26.7661
13.193,26.7752
13.194,26.7844
13.195,26.7935
13.196,26.8027
13.197,26.8119
13.198,26.821
13.199,26.8302
13.2,26.8393
13.201,26.8485
13.202,26.8577
13.203,26.8668
13.204,26.876
13.205,26.8851
13.206,26.8943
13.207,26.9035
13.208,26.9126
13.209,26.9218
13.21,26.931
13.211,26.9401
13.212,26.9493
13.213,26.9585
13.214,26.9676
13.215,26.9768
13.216,26.986
13.217,26.9951
13.218,27.0043
13.219,27.0135
13.22,27.0227
13.221,27.0318
13.222,27.041
13.223,27.0502
13.224,27.0593
13.225,27.0685
13.226,27.0777
13.227,27.0869
13.228,27.096
13.229,27.1052
13.23,27.1144
13.231,27.1236
13.232,27.1327
13.233,27.1419
13.234,27.1511
13.235,27.1603
13.236,27.1695
13.237,27.1786
13.238,27.1878
13.239,27.197
13.24,27.2062
13.241,27.2154
13.242,27.2245
13.243,27.2337
13.244,27.2429
13.245,27.2521
13.246,27.2613
13.247,27.2704
13.248,27.2796
13.249,27.2888
13.25,27.298
13.251,27.3072
13.252,27.3164
13.253,27.3256
13.254,27.3347
13.255,27.3439
13.256,27.3531
13.257,27.3623
13.258,27.3715
13.259,27.3807
13.26,27.3899
13.261,27.3991
13.262,27.4083
13.263,27.4175
13.264,27.4266
13.265,27.4358
13.266,27.445
13.267,27.4542
13.268,27.4634
13.269,27.4726
13.27,27.4818
13.271,27.491
13.272,27.5002
13.273,27.5094
13.274,27.5186
13.275,27.5278
13.276,27.537
13.277,27.5462
13.278,27.5554
13.279,27.5646
13.28,27.5738
13.281,27.583
13.282,27.5922
13.283,27.6014
13.284,27.6106
13.285,27.6198
13.286,27.629
13.287,27.6382
13.288,27.6474
13.289,27.6566
13.29,27.6658
13.291,27.675
13.292,27.6842
13.293,27.6934
13.294,27.7026
13.295,27.7118
13.296,27.721
13.297,27.7302
13.298,27.7394
13.299,27.7486
13.3,27.7578
13.301,27.7671
13.302,27.7763
13.303,27.7855
13.304,27.7947
13.305,27.8039
13.306,27.8131
13.307,27.8223
13.308,27.8315
13.309,27.8407
13.31,27.8499
13.311,27.8592
13.312,27.8684
13.313,27.8776
13.314,27.8868
13.315,27.896
13.316,27.9052
13.317,27.9144
13.318,27.9236
13.319,27.9329
13.32,27.9421
13.321,27.9513
13.322,27.9605
13.323,27.9697
13.324,27.9789
13.325,27.9882
13.326,27.9974
13.327,28.0066
13.328,28.0158
13.329,28.025
13.33,28.0343
13.331,28.0435
13.332,28.0527
13.333,28.0619
13.334,28.0711
13.335,28.0804
13.336,28.0896
13.337,28.0988
13.338,28.108
13.339,28.1173
13.34,28.1265
13.341,28.1357
13.342,28.1449
13.343,28.1541
13.344,28.1634
13.345,28.1726
13.346,28.1818
13.347,28.1911
13.348,28.2003
13.349,28.2095
13.35,28.2187
13.351,28.228
13.352,28.2372
13.353,28.2464
13.354,28.2556
13.355,28.2649
13.356,28.2741
13.357,28.2833
13.358,28.2926
13.359,28.3018
13.36,28.311
13.361,28.3203
13.362,28.3295
13.363,28.3387
13.364,28.348
13.365,28.3572
13.366,28.3664
13.367,28.3757
13.368,28.3849
13.369,28.3941
13.37,28.4034
13.371,28.4126
13.372,28.4218
13.373,28.4311
13.374,28.4403
13.375,28.4495
13.376,28.4588
13.377,28.468
13.378,28.4772
13.379,28.4865
13.38,28.4957
13.381,28.505
13.382,28.5142
13.383,28.5234
13.384,28.5327
13.385,28.5419
13.386,28.5512
13.387,28.5604
13.388,28.5696
13.389,28.5789
13.39,28.5881
13.391,28.5974
13.392,28.6066
13.393,28.6159
13.394,28.6251
13.395,28.6343
13.396,28.6436
13.397,28.6528
13.398,28.6621
13.399,28.6713
13.4,28.6806
13.401,28.6898
13.402,28.6991
13.403,28.7083
13.404,28.7176
13.405,28.7268
13.406,28.736
13.407,28.7453
13.408,28.7545
13.409,28.7638
13.41,28.773
13.411,28.7823
13.412,28.7915
13.413,28.8008
13.414,28.81
13.415,28.8193
13.416,28.8285
13.417,28.8378
13.418,28.847
13.419,28.8563
13.42,28.8655
13.421,28.8748
13.422,28.8841
13.423,28.8933
13.424,28.9026
13.425,28.9118
13.426,28.9211
13.427,28.9303
13.428,28.9396
13.429,28.9488
13.43,28.9581
13.431,28.9673
13.432,28.9766
13.433,28.9859
13.434,28.9951
13.435,29.0044
13.436,29.0136
13.437,29.0229
13.438,29.0321
13.439,29.0414
13.44,29.0507
13.441,29.0599
13.442,29.0692
13.443,29.0784
13.444,29.0877
13.445,29.097
13.446,29.1062
13.447,29.1155
13.448,29.1247
13.449,29.134
13.45,29.1433
13.451,29.1525
13.452,29.1618
13.453,29.1711
13.454,29.1803
13.455,29.1896
13.456,29.1988
13.457,29.2081
13.458,29.2174
13.459,29.2266
13.46,29.2359
13.461,29.2452
13.462,29.2544
13.463,29.2637
13.464,29.273
13.465,29.2822
13.466,29.2915
13.467,29.3008
13.468,29.31
13.469,29.3193
13.47,29.3286
13.471,29.3378
13.472,29.3471
13.473,29.3564
13.474,29.3656
13.475,29.3749
13.476,29.3842
13.477,29.3935
13.478,29.4027
13.479,29.412
13.48,29.4213
13.481,29.4305
13.482,29.4398
13.483,29.4491
13.484,29.4584
13.485,29.4676
13.486,29.4769
13.487,29.4862
13.488,29.4955
13.489,29.5047
13.49,29.514
13.491,29.5233
13.492,29.5326
13.493,29.5418
13.494,29.5511
13.495,29.5604
13.496,29.5697
13.497,29.5789
13.498,29.5882
13.499,29.5975
13.5,29.6068
13.501,29.616
13.502,29.6253
13.503,29.6346
13.504,29.6439
13.505,29.6532
13.506,29.6624
13.507,29.6717
13.508,29.681
13.509,29.6903
13.51,29.6996
13.511,29.7088
13.512,29.7181
13.513,29.7274
13.514,29.7367
13.515,29.746
13.516,29.7552
13.517,29.7645
13.518,29.7738
13.519,29.7831
13.52,29.7924
13.521,29.8017
13.522,29.8109
13.523,29.8202
13.524,29.8295
13.525,29.8388
13.526,29.8481
13.527,29.8574
13.528,29.8667
13.529,29.8759
13.53,29.8852
13.531,29.8945
13.532,29.9038
13.533,29.9131
13.534,29.9224
13.535,29.9317
13.536,29.941
13.537,29.9502
13.538,29.9595
13.539,29.9688
13.54,29.9781
13.541,29.9874
13.542,29.9967
13.543,30.006
13.544,30.0153
13.545,30.0246
13.546,30.0339
13.547,30.0431
13.548,30.0524
13.549,30.0617
13.55,30.071
13.551,30.0803
13.552,30.0896
13.553,30.0989
13.554,30.1082
13.555,30.1175
13.556,30.1268
13.557,30.1361
13.558,30.1454
13.559,30.1547
13.56,30.164
13.561,30.1733
13.562,30.1825
13.563,30.1918
13.564,30.2011
13.565,30.2104
13.566,30.2197
13.567,30.229
13.568,30.2383
13.569,30.2476
13.57,30.2569
13.571,30.2662
13.572,30.2755
13.573,30.2848
13.574,30.2941
13.575,30.3034
13.576,30.3127
13.577,30.322
13.578,30.3313
13.579,30.3406
13.58,30.3499
13.581,30.3592
13.582,30.3685
13.583,30.3778
13.584,30.3871
13.585,30.3964
13.586,30.4057
13.587,30.415
13.588,30.4243
13.589,30.4336
13.59,30.4429
13.591,30.4522
13.592,30.4615
13.593,30.4708
13.594,30.4801
13.595,30.4894
13.596,30.4988
13.597,30.5081
13.598,30.5174
13.599,30.5267
13.6,30.536
13.601,30.5453
13.602,30.5546
13.603,30.5639
13.604,30.5732
13.605,30.5825
13.606,30.5918
13.607,30.6011
13.608,30.6104
13.609,30.6197
13.61,30.629
13.611,30.6383
13.612,30.6477
13.613,30.657
13.614,30.6663
13.615,30.6756
13.616,30.6849
13.617,30.6942
13.618,30.7035
13.619,30.7128
13.62,30.7221
13.621,30.7314
13.622,30.7408
13.623,30.7501
13.624,30.7594
13.625,30.7687
13.626,30.778
13.627,30.7873
13.628,30.7966
13.629,30.8059
13.63,30.8152
13.631,30.8246
13.632,30.8339
13.633,30.8432
13.634,30.8525
13.635,30.8618
13.636,30.8711
13.637,30.8804
13.638,30.8898
13.639,30.8991
13.64,30.9084
13.641,30.9177
13.642,30.927
13.643,30.9363
13.644,30.9457
13.645,30.955
13.646,30.9643
13.647,30.9736
13.648,30.9829
13.649,30.9922
13.65,31.0016
13.651,31.0109
13.652,31.0202
13.653,31.0295
13.654,31.0388
13.655,31.0481
13.656,31.0575
13.657,31.0668
13.658,31.0761
13.659,31.0854
13.66,31.0947
13.661,31.1041
13.662,31.1134
13.663,31.1227
13.664,31.132
13.665,31.1413
13.666,31.1507
13.667,31.16
13.668,31.1693
13.669,31.1786
13.67,31.188
13.671,31.1973
13.672,31.2066
13.673,31.2159
13.674,31.2252
13.675,31.2346
13.676,31.2439
13.677,31.2532
13.678,31.2625
13.679,31.2719
13.68,31.2812
13.681,31.2905
13.682,31.2998
13.683,31.3092
13.684,31.3185
13.685,31.3278
13.686,31.3371
13.687,31.3465
13.688,31.3558
13.689,31.3651
13.69,31.3745
13.691,31.3838
13.692,31.3931
13.693,31.4024
13.694,31.4118
13.695,31.4211
13.696,31.4304
13.697,31.4397
13.698,31.4491
13.699,31.4584
13.7,31.4677
13.701,31.4771
13.702,31.4864
13.703,31.4957
13.704,31.5051
13.705,31.5144
13.706,31.5237
13.707,31.533
13.708,31.5424
13.709,31.5517
13.71,31.561
13.711,31.5704
13.712,31.5797
13.713,31.589
13.714,31.5984
13.715,31.6077
13.716,31.617
13.717,31.6264
13.718,31.6357
13.719,31.645
13.72,31.6544
13.721,31.6637
13.722,31.673
13.723,31.6824
13.724,31.6917
13.725,31.701
13.726,31.7104
13.727,31.7197
13.728,31.729
13.729,31.7384
13.73,31.7477
13.731,31.757
13.732,31.7664
13.733,31.7757
13.734,31.7851
13.735,31.7944
13.736,31.8037
13.737,31.8131
13.738,31.8224
13.739,31.8317
13.74,31.8411
13.741,31.8504
13.742,31.8598
13.743,31.8691
13.744,31.8784
13.745,31.8878
13.746,31.8971
13.747,31.9065
13.748,31.9158
13.749,31.9251
13.75,31.9345
13.751,31.9438
13.752,31.9532
13.753,31.9625
13.754,31.9718
13.755,31.9812
13.756,31.9905
13.757,31.9999
13.758,32.0092
13.759,32.0185
13.76,32.0279
13.761,32.0372
13.762,32.0466
13.763,32.0559
13.764,32.0653
13.765,32.0746
13.766,32.0839
13.767,32.0933
13.768,32.1026
13.769,32.112
13.77,32.1213
13.771,32.1307
13.772,32.14
13.773,32.1493
13.774,32.1587
13.775,32.168
13.776,32.1774
13.777,32.1867
13.778,32.1961
13.779,32.2054
13.78,32.2148
13.781,32.2241
13.782,32.2335
13.783,32.2428
13.784,32.2521
13.785,32.2615
13.786,32.2708
13.787,32.2802
13.788,32.2895
13.789,32.2989
13.79,32.3082
13.791,32.3176
13.792,32.3269
13.793,32.3363
13.794,32.3456
13.795,32.355
13.796,32.3643
13.797,32.3737
13.798,32.383
13.799,32.3924
13.8,32.4017
13.801,32.4111
13.802,32.4204
13.803,32.4298
13.804,32.4391
13.805,32.4485
13.806,32.4578
13.807,32.4672
13.808,32.4765
13.809,32.4859
13.81,32.4952
13.811,32.5046
13.812,32.5139
13.813,32.5233
13.814,32.5326
13.815,32.542
13.816,32.5513
13.817,32.5607
13.818,32.5701
13.819,32.5794
13.82,32.5888
13.821,32.5981
13.822,32.6075
13.823,32.6168
13.824,32.6262
13.825,32.6355
13.826,32.6449
13.827,32.6542
13.828,32.6636
13.829,32.673
13.83,32.6823
13.831,32.6917
13.832,32.701
13.833,32.7104
13.834,32.7197
13.835,32.7291
13.836,32.7385
13.837,32.7478
13.838,32.7572
13.839,32.7665
13.84,32.7759
13.841,32.7852
13.842,32.7946
13.843,32.804
13.844,32.8133
13.845,32.8227
13.846,32.832
13.847,32.8414
13.848,32.8508
13.849,32.8601
13.85,32.8695
13.851,32.8788
13.852,32.8882
13.853,32.8976
13.854,32.9069
13.855,32.9163
13.856,32.9256
13.857,32.935
13.858,32.9444
13.859,32.9537
13.86,32.9631
13.861,32.9724
13.862,32.9818
13.863,32.9912
13.864,33.0005
13.865,33.0099
13.866,33.0193
13.867,33.0286
13.868,33.038
13.869,33.0473
13.87,33.0567
13.871,33.0661
13.872,33.0754
13.873,33.0848
13.874,33.0942
13.875,33.1035
13.876,33.1129
13.877,33.1223
13.878,33.1316
13.879,33.141
13.88,33.1503
13.881,33.1597
13.882,33.1691
13.883,33.1784
13.884,33.1878
13.885,33.1972
13.886,33.2065
13.887,33.2159
13.888,33.2253
13.889,33.2346
13.89,33.244
13.891,33.2534
13.892,33.2627
13.893,33.2721
13.894,33.2815
13.895,33.2908
13.896,33.3002
13.897,33.3096
13.898,33.319
13.899,33.3283
13.9,33.3377
13.901,33.3471
13.902,33.3564
13.903,33.3658
13.904,33.3752
13.905,33.3845
13.906,33.3939
13.907,33.4033
13.908,33.4126
13.909,33.422
13.91,33.4314
13.911,33.4408
13.912,33.4501
13.913,33.4595
13.914,33.4689
13.915,33.4782
13.916,33.4876
13.917,33.497
13.918,33.5064
13.919,33.5157
13.92,33.5251
13.921,33.5345
13.922,33.5438
13.923,33.5532
13.924,33.5626
13.925,33.572
13.926,33.5813
13.927,33.5907
13.928,33.6001
13.929,33.6095
13.93,33.6188
13.931,33.6282
13.932,33.6376
13.933,33.647
13.934,33.6563
13.935,33.6657
13.936,33.6751
13.937,33.6845
13.938,33.6938
13.939,33.7032
13.94,33.7126
13.941,33.722
13.942,33.7313
13.943,33.7407
13.944,33.7501
13.945,33.7595
13.946,33.7688
13.947,33.7782
13.948,33.7876
13.949,33.797
13.95,33.8063
13.951,33.8157
13.952,33.8251
13.953,33.8345
13.954,33.8439
13.955,33.8532
13.956,33.8626
13.957,33.872
13.958,33.8814
13.959,33.8907
13.96,33.9001
13.961,33.9095
13.962,33.9189
13.963,33.9283
13.964,33.9376
13.965,33.947
13.966,33.9564
13.967,33.9658
13.968,33.9752
13.969,33.9845
13.97,33.9939
13.971,34.0033
13.972,34.0127
13.973,34.0221
13.974,34.0314
13.975,34.0408
13.976,34.0502
13.977,34.0596
13.978,34.069
13.979,34.0783
13.98,34.0877
13.981,34.0971
13.982,34.1065
13.983,34.1159
13.984,34.1253
13.985,34.1346
13.986,34.144
13.987,34.1534
13.988,34.1628
13.989,34.1722
13.99,34.1816
13.991,34.1909
13.992,34.2003
13.993,34.2097
13.994,34.2191
13.995,34.2285
13.996,34.2379
13.997,34.2472
13.998,34.2566
13.999,34.266
14,34.2754
14.001,34.2848
14.002,34.2942
14.003,34.3036
14.004,34.3129
14.005,34.3223
14.006,34.3317
14.007,34.3411
14.008,34.3505
14.009,34.3599
14.01,34.3693
14.011,34.3786
14.012,34.388
14.013,34.3974
14.014,34.4068
14.015,34.4162
14.016,34.4256
14.017,34.435
14.018,34.4443
14.019,34.4537
14.02,34.4631
14.021,34.4725
14.022,34.4819
14.023,34.4913
14.024,34.5007
14.025,34.5101
14.026,34.5195
14.027,34.5288
14.028,34.5382
14.029,34.5476
14.03,34.557
14.031,34.5664
14.032,34.5758
14.033,34.5852
14.034,34.5946
14.035,34.604
14.036,34.6133
14.037,34.6227
14.038,34.6321
14.039,34.6415
14.04,34.6509
14.041,34.6603
14.042,34.6697
14.043,34.6791
14.044,34.6885
14.045,34.6979
14.046,34.7073
14.047,34.7166
14.048,34.726
14.049,34.7354
14.05,34.7448
14.051,34.7542
14.052,34.7636
14.053,34.773
14.054,34.7824
14.055,34.7918
14.056,34.8012
14.057,34.8106
14.058,34.82
14.059,34.8294
14.06,34.8388
14.061,34.8481
14.062,34.8575
14.063,34.8669
14.064,34.8763
14.065,34.8857
14.066,34.8951
14.067,34.9045
14.068,34.9139
14.069,34.9233
14.07,34.9327
14.071,34.9421
14.072,34.9515
14.073,34.9609
14.074,34.9703
14.075,34.9797
14.076,34.9891
14.077,34.9985
14.078,35.0079
14.079,35.0173
14.08,35.0266
14.081,35.036
14.082,35.0454
14.083,35.0548
14.084,35.0642
14.085,35.0736
14.086,35.083
14.087,35.0924
14.088,35.1018
14.089,35.1112
14.09,35.1206
14.091,35.13
14.092,35.1394
14.093,35.1488
14.094,35.1582
14.095,35.1676
14.096,35.177
14.097,35.1864
14.098,35.1958
14.099,35.2052
14.1,35.2146
14.101,35.224
14.102,35.2334
14.103,35.2428
14.104,35.2522
14.105,35.2616
14.106,35.271
14.107,35.2804
14.108,35.2898
14.109,35.2992
14.11,35.3086
14.111,35.318
14.112,35.3274
14.113,35.3368
14.114,35.3462
14.115,35.3556
14.116,35.365
14.117,35.3744
14.118,35.3838
14.119,35.3932
14.12,35.4026
14.121,35.412
14.122,35.4214
14.123,35.4308
14.124,35.4402
14.125,35.4496
14.126,35.459
14.127,35.4684
14.128,35.4778
14.129,35.4872
14.13,35.4966
14.131,35.506
14.132,35.5154
14.133,35.5248
14.134,35.5342
14.135,35.5436
14.136,35.553
14.137,35.5624
14.138,35.5718
14.139,35.5812
14.14,35.5906
14.141,35.6
14.142,35.6094
14.143,35.6188
14.144,35.6282
14.145,35.6376
14.146,35.6471
14.147,35.6565
14.148,35.6659
14.149,35.6753
14.15,35.6847
14.151,35.6941
14.152,35.7035
14.153,35.7129
14.154,35.7223
14.155,35.7317
14.156,35.7411
14.157,35.7505
14.158,35.7599
14.159,35.7693
14.16,35.7787
14.161,35.7881
14.162,35.7975
14.163,35.8069
14.164,35.8163
14.165,35.8257
14.166,35.8352
14.167,35.8446
14.168,35.854
14.169,35.8634
14.17,35.8728
14.171,35.8822
14.172,35.8916
14.173,35.901
14.174,35.9104
14.175,35.9198
14.176,35.9292
14.177,35.9386
14.178,35.948
14.179,35.9574
14.18,35.9668
14.181,35.9763
14.182,35.9857
14.183,35.9951
14.184,36.0045
14.185,36.0139
14.186,36.0233
14.187,36.0327
14.188,36.0421
14.189,36.0515
14.19,36.0609
14.191,36.0703
14.192,36.0797
14.193,36.0892
14.194,36.0986
14.195,36.108
14.196,36.1174
14.197,36.1268
14.198,36.1362
14.199,36.1456
14.2,36.155
14.201,36.1644
14.202,36.1738
14.203,36.1832
14.204,36.1927
14.205,36.2021
14.206,36.2115
14.207,36.2209
14.208,36.2303
14.209,36.2397
14.21,36.2491
14.211,36.2585
14.212,36.2679
14.213,36.2773
14.214,36.2868
14.215,36.2962
14.216,36.3056
14.217,36.315
14.218,36.3244
14.219,36.3338
14.22,36.3432
14.221,36.3526
14.222,36.362
14.223,36.3715
14.224,36.3809
14.225,36.3903
14.226,36.3997
14.227,36.4091
14.228,36.4185
14.229,36.4279
14.23,36.4373
14.231,36.4468
14.232,36.4562
14.233,36.4656
14.234,36.475
14.235,36.4844
14.236,36.4938
14.237,36.5032
14.238,36.5126
14.239,36.5221
14.24,36.5315
14.241,36.5409
14.242,36.5503
14.243,36.5597
14.244,36.5691
14.245,36.5785
14.246,36.588
14.247,36.5974
14.248,36.6068
14.249,36.6162
14.25,36.6256
14.251,36.635
14.252,36.6444
14.253,36.6539
14.254,36.6633
14.255,36.6727
14.256,36.6821
14.257,36.6915
14.258,36.7009
14.259,36.7103
14.26,36.7198
14.261,36.7292
14.262,36.7386
14.263,36.748
14.264,36.7574
14.265,36.7668
14.266,36.7762
14.267,36.7857
14.268,36.7951
14.269,36.8045
14.27,36.8139
14.271,36.8233
14.272,36.8327
14.273,36.8422
14.274,36.8516
14.275,36.861
14.276,36.8704
14.277,36.8798
14.278,36.8892
14.279,36.8987
14.28,36.9081
14.281,36.9175
14.282,36.9269
14.283,36.9363
14.284,36.9457
14.285,36.9552
14.286,36.9646
14.287,36.974
14.288,36.9834
14.289,36.9928
14.29,37.0022
14.291,37.0117
14.292,37.0211
14.293,37.0305
14.294,37.0399
14.295,37.0493
14.296,37.0588
14.297,37.0682
14.298,37.0776
14.299,37.087
14.3,37.0964
14.301,37.1058
14.302,37.1153
14.303,37.1247
14.304,37.1341
14.305,37.1435
14.306,37.1529
14.307,37.1624
14.308,37.1718
14.309,37.1812
14.31,37.1906
14.311,37.2
14.312,37.2094
14.313,37.2189
14.314,37.2283
14.315,37.2377
14.316,37.2471
14.317,37.2565
14.318,37.266
14.319,37.2754
14.32,37.2848
14.321,37.2942
14.322,37.3036
14.323,37.3131
14.324,37.3225
14.325,37.3319
14.326,37.3413
14.327,37.3507
14.328,37.3602
14.329,37.3696
14.33,37.379
14.331,37.3884
14.332,37.3979
14.333,37.4073
14.334,37.4167
14.335,37.4261
14.336,37.4355
14.337,37.445
14.338,37.4544
14.339,37.4638
14.34,37.4732
14.341,37.4826
14.342,37.4921
14.343,37.5015
14.344,37.5109
14.345,37.5203
14.346,37.5298
14.347,37.5392
14.348,37.5486
14.349,37.558
14.35,37.5674
14.351,37.5769
14.352,37.5863
14.353,37.5957
14.354,37.6051
14.355,37.6146
14.356,37.624
14.357,37.6334
14.358,37.6428
14.359,37.6522
14.36,37.6617
14.361,37.6711
14.362,37.6805
14.363,37.6899
14.364,37.6994
14.365,37.7088
14.366,37.7182
14.367,37.7276
14.368,37.7371
14.369,37.7465
14.37,37.7559
14.371,37.7653
14.372,37.7747
14.373,37.7842
14.374,37.7936
14.375,37.803
14.376,37.8124
14.377,37.8219
14.378,37.8313
14.379,37.8407
14.38,37.8501
14.381,37.8596
14.382,37.869
14.383,37.8784
14.384,37.8878
14.385,37.8973
14.386,37.9067
14.387,37.9161
14.388,37.9255
14.389,37.935
14.39,37.9444
14.391,37.9538
