TIME,FSP_X
7.36,0.0664199
7.361,0.0665148
7.362,0.0665119
7.363,0.0664346
7.364,0.066414
7.365,0.0663463
7.366,0.0663172
7.367,0.0663835
7.368,0.0664444
7.369,0.0664577
7.37,0.0663891
7.371,0.0662902
7.372,0.066226
7.373,0.066262
7.374,0.0663145
7.375,0.0663457
7.376,0.0663244
7.377,0.0662614
7.378,0.0662021
7.379,0.0661693
7.38,0.0661511
7.381,0.0661664
7.382,0.0661722
7.383,0.0661142
7.384,0.0660923
7.385,0.0660707
7.386,0.0660913
7.387,0.0660913
7.388,0.0661011
7.389,0.0661496
7.39,0.0661359
7.391,0.0661273
7.392,0.066122
7.393,0.0660964
7.394,0.0660775
7.395,0.0661224
7.396,0.0661176
7.397,0.066026
7.398,0.0659743
7.399,0.0660061
7.4,0.0660572
7.401,0.0660438
7.402,0.0660753
7.403,0.0660847
7.404,0.0660762
7.405,0.0661075
7.406,0.0660792
7.407,0.066043
7.408,0.0660104
7.409,0.0659743
7.41,0.0659857
7.411,0.0659988
7.412,0.0660219
7.413,0.066074
7.414,0.0660281
7.415,0.0659865
7.416,0.0659757
7.417,0.0659213
7.418,0.0659358
7.419,0.0659642
7.42,0.0659033
7.421,0.0658979
7.422,0.065971
7.423,0.0659951
7.424,0.0659681
7.425,0.0659277
7.426,0.0659262
7.427,0.0659321
7.428,0.0658822
7.429,0.0658875
7.43,0.0659255
7.431,0.0658846
7.432,0.0658975
7.433,0.0659471
7.434,0.065947
7.435,0.0659356
7.436,0.0658782
7.437,0.0658708
7.438,0.0659008
7.439,0.0658931
7.44,0.0659003
7.441,0.0658996
7.442,0.065899
7.443,0.0659071
7.444,0.0658973
7.445,0.0658796
7.446,0.0659086
7.447,0.065953
7.448,0.0659658
7.449,0.065995
7.45,0.0659784
7.451,0.0659451
7.452,0.0659904
7.453,0.0660197
7.454,0.0659857
7.455,0.0658953
7.456,0.0658905
7.457,0.0658797
7.458,0.0658064
7.459,0.0657898
7.46,0.0657749
7.461,0.0657236
7.462,0.0657004
7.463,0.0657162
7.464,0.065732
7.465,0.0657836
7.466,0.0658229
7.467,0.0658259
7.468,0.0657876
7.469,0.0657421
7.47,0.0657274
7.471,0.0657564
7.472,0.0658233
7.473,0.0658841
7.474,0.0659562
7.475,0.0660093
7.476,0.0659737
7.477,0.0659918
7.478,0.0660493
7.479,0.0660084
7.48,0.065966
7.481,0.0659972
7.482,0.06605
7.483,0.0661006
7.484,0.0661024
7.485,0.0661097
7.486,0.0661254
7.487,0.0661031
7.488,0.0661256
7.489,0.0661907
7.49,0.0662417
7.491,0.0662095
7.492,0.0661825
7.493,0.0661424
7.494,0.0659912
7.495,0.0659058
7.496,0.0658593
7.497,0.0657983
7.498,0.0657546
7.499,0.0656569
7.5,0.0656346
7.501,0.0656742
7.502,0.0656662
7.503,0.0656311
7.504,0.0656177
7.505,0.0656167
7.506,0.0655985
7.507,0.0655873
7.508,0.0655766
7.509,0.0654743
7.51,0.0654233
7.511,0.0655075
7.512,0.0655702
7.513,0.0656408
7.514,0.0656422
7.515,0.0656396
7.516,0.0656429
7.517,0.0656359
7.518,0.0657261
7.519,0.0657432
7.52,0.0657106
7.521,0.0657663
7.522,0.0657648
7.523,0.0657381
7.524,0.065824
7.525,0.0658605
7.526,0.0658527
7.527,0.0658987
7.528,0.065982
7.529,0.0660155
7.53,0.0660016
7.531,0.0659787
7.532,0.0659756
7.533,0.0659514
7.534,0.0658842
7.535,0.0658672
7.536,0.0658644
7.537,0.0658808
7.538,0.0658836
7.539,0.0658643
7.54,0.0658523
7.541,0.0658343
7.542,0.0658138
7.543,0.0658216
7.544,0.0658579
7.545,0.0658664
7.546,0.0658802
7.547,0.0659164
7.548,0.0659214
7.549,0.0658983
7.55,0.0658538
7.551,0.0658478
7.552,0.065869
7.553,0.065853
7.554,0.0658913
7.555,0.0659412
7.556,0.0659285
7.557,0.0658684
7.558,0.0657774
7.559,0.0657207
7.56,0.0657215
7.561,0.0657576
7.562,0.0657875
7.563,0.0658191
7.564,0.0658267
7.565,0.0657622
7.566,0.0657455
7.567,0.0657072
7.568,0.0656211
7.569,0.0655862
7.57,0.0655819
7.571,0.0655954
7.572,0.065638
7.573,0.0656311
7.574,0.0654835
7.575,0.0653339
7.576,0.0652989
7.577,0.0652908
7.578,0.0653051
7.579,0.0653923
7.58,0.0654519
7.581,0.0654711
7.582,0.0655117
7.583,0.065529
7.584,0.0655407
7.585,0.0655143
7.586,0.0654935
7.587,0.0654875
7.588,0.0654418
7.589,0.0654241
7.59,0.0654522
7.591,0.0655272
7.592,0.0655504
7.593,0.06559
7.594,0.0656866
7.595,0.0656903
7.596,0.0656236
7.597,0.0655749
7.598,0.0655917
7.599,0.0656573
7.6,0.0657298
7.601,0.0658014
7.602,0.0657925
7.603,0.065778
7.604,0.0658245
7.605,0.0658706
7.606,0.0659318
7.607,0.0659529
7.608,0.0659807
7.609,0.0659907
7.61,0.065981
7.611,0.0660209
7.612,0.0659983
7.613,0.0660232
7.614,0.0660765
7.615,0.066099
7.616,0.0660805
7.617,0.0661008
7.618,0.0661179
7.619,0.0661291
7.62,0.0662455
7.621,0.0663456
7.622,0.0663716
7.623,0.0663336
7.624,0.0663066
7.625,0.0662697
7.626,0.06622
7.627,0.0661318
7.628,0.0660521
7.629,0.0660506
7.63,0.0660425
7.631,0.0660125
7.632,0.0660225
7.633,0.0660941
7.634,0.0661864
7.635,0.0662243
7.636,0.0662431
7.637,0.0663081
7.638,0.0663251
7.639,0.0663109
7.64,0.0663592
7.641,0.066367
7.642,0.0663298
7.643,0.0663771
7.644,0.0663726
7.645,0.0663612
7.646,0.0663474
7.647,0.0662429
7.648,0.0662452
7.649,0.0662892
7.65,0.0662008
7.651,0.0660548
7.652,0.0659455
7.653,0.0658786
7.654,0.0658805
7.655,0.0658637
7.656,0.0658045
7.657,0.065775
7.658,0.0657675
7.659,0.0657602
7.66,0.0658071
7.661,0.0658823
7.662,0.0658086
7.663,0.0656882
7.664,0.0656017
7.665,0.0655652
7.666,0.0656314
7.667,0.0656757
7.668,0.065678
7.669,0.0656489
7.67,0.0656143
7.671,0.0655535
7.672,0.0655186
7.673,0.0655589
7.674,0.0655788
7.675,0.065567
7.676,0.0655786
7.677,0.0656662
7.678,0.065764
7.679,0.0658049
7.68,0.0658135
7.681,0.0658583
7.682,0.0659344
7.683,0.0660105
7.684,0.0661107
7.685,0.066209
7.686,0.0662032
7.687,0.0661808
7.688,0.0661736
7.689,0.0661662
7.69,0.0662322
7.691,0.0663136
7.692,0.066354
7.693,0.0663754
7.694,0.0663949
7.695,0.0663495
7.696,0.0662619
7.697,0.0662527
7.698,0.0662678
7.699,0.0662656
7.7,0.066335
7.701,0.0664196
7.702,0.0664391
7.703,0.0664353
7.704,0.0664373
7.705,0.0664051
7.706,0.0663087
7.707,0.0662037
7.708,0.066205
7.709,0.0662487
7.71,0.066221
7.711,0.0662002
7.712,0.0662313
7.713,0.0662613
7.714,0.0663262
7.715,0.0664019
7.716,0.0664649
7.717,0.0664801
7.718,0.0664213
7.719,0.0663834
7.72,0.066356
7.721,0.0663259
7.722,0.0663489
7.723,0.0663593
7.724,0.0662896
7.725,0.0662304
7.726,0.0662084
7.727,0.0662391
7.728,0.0663036
7.729,0.0663229
7.73,0.0663472
7.731,0.0663124
7.732,0.0662953
7.733,0.0663433
7.734,0.0663581
7.735,0.0663385
7.736,0.0663146
7.737,0.0663437
7.738,0.0664
7.739,0.0664175
7.74,0.0664459
7.741,0.0664776
7.742,0.0664927
7.743,0.0664958
7.744,0.0664107
7.745,0.0664135
7.746,0.0664696
7.747,0.0664575
7.748,0.066442
7.749,0.0663919
7.75,0.0663332
7.751,0.0663288
7.752,0.0663609
7.753,0.0664155
7.754,0.0664789
7.755,0.0664781
7.756,0.0664305
7.757,0.0663885
7.758,0.0663777
7.759,0.0663911
7.76,0.0664151
7.761,0.066431
7.762,0.0663776
7.763,0.0663148
7.764,0.0662951
7.765,0.0663367
7.766,0.0663665
7.767,0.0663157
7.768,0.066327
7.769,0.0663168
7.77,0.0662018
7.771,0.0661789
7.772,0.0662094
7.773,0.0662122
7.774,0.0661788
7.775,0.0661043
7.776,0.06603
7.777,0.0659446
7.778,0.0658982
7.779,0.0658466
7.78,0.0658334
7.781,0.0658149
7.782,0.0657422
7.783,0.0657626
7.784,0.0657942
7.785,0.0658009
7.786,0.0657624
7.787,0.0657462
7.788,0.0658387
7.789,0.0658127
7.79,0.0657527
7.791,0.0657802
7.792,0.0658138
7.793,0.0658799
7.794,0.0658924
7.795,0.0658184
7.796,0.0657715
7.797,0.0657798
7.798,0.0657334
7.799,0.0656984
7.8,0.0657247
7.801,0.0657764
7.802,0.0658277
7.803,0.0658748
7.804,0.0658948
7.805,0.0658682
7.806,0.0658279
7.807,0.0657431
7.808,0.065707
7.809,0.0657154
7.81,0.0657073
7.811,0.0657498
7.812,0.0658318
7.813,0.065867
7.814,0.0659015
7.815,0.065897
7.816,0.065852
7.817,0.0658539
7.818,0.0658197
7.819,0.0657771
7.82,0.0658107
7.821,0.0658066
7.822,0.0657802
7.823,0.0657867
7.824,0.065739
7.825,0.0656551
7.826,0.0655457
7.827,0.0654706
7.828,0.0654155
7.829,0.065427
7.83,0.0654618
7.831,0.0654512
7.832,0.065525
7.833,0.0655983
7.834,0.0656126
7.835,0.0656262
7.836,0.0655962
7.837,0.0655455
7.838,0.0654921
7.839,0.0655025
7.84,0.0655206
7.841,0.0654606
7.842,0.0654651
7.843,0.0654869
7.844,0.0655069
7.845,0.0655776
7.846,0.0656018
7.847,0.0655631
7.848,0.0655381
7.849,0.0654877
7.85,0.0654329
7.851,0.0654206
7.852,0.0654552
7.853,0.0655225
7.854,0.065602
7.855,0.0656674
7.856,0.0656744
7.857,0.0656994
7.858,0.0657744
7.859,0.0658031
7.86,0.0657854
7.861,0.0657745
7.862,0.0657366
7.863,0.0657535
7.864,0.0658294
7.865,0.0658945
7.866,0.0659428
7.867,0.0659943
7.868,0.0660321
7.869,0.0660338
7.87,0.0660598
7.871,0.0661078
7.872,0.0661985
7.873,0.066299
7.874,0.0663447
7.875,0.0663734
7.876,0.0664127
7.877,0.0664299
7.878,0.066396
7.879,0.0663279
7.88,0.0663278
7.881,0.0663627
7.882,0.0663482
7.883,0.0663393
7.884,0.0663087
7.885,0.0662853
7.886,0.0662675
7.887,0.0662358
7.888,0.066204
7.889,0.0661512
7.89,0.0660898
7.891,0.0660291
7.892,0.0660304
7.893,0.0660223
7.894,0.0659717
7.895,0.0659393
7.896,0.0659174
7.897,0.0659302
7.898,0.0659539
7.899,0.0659695
7.9,0.0660331
7.901,0.0661331
7.902,0.0661198
7.903,0.0661008
7.904,0.0661658
7.905,0.0661725
7.906,0.0661621
7.907,0.0661901
7.908,0.0662178
7.909,0.0662341
7.91,0.066209
7.911,0.0662055
7.912,0.0662363
7.913,0.0662299
7.914,0.0662456
7.915,0.066243
7.916,0.0662065
7.917,0.0661306
7.918,0.0661085
7.919,0.0661674
7.92,0.0661877
7.921,0.0661347
7.922,0.0660464
7.923,0.0660628
7.924,0.0660698
7.925,0.0660429
7.926,0.0660581
7.927,0.0660916
7.928,0.0661746
7.929,0.0661859
7.93,0.0661145
7.931,0.06611
7.932,0.066158
7.933,0.0662291
7.934,0.0663232
7.935,0.0663826
7.936,0.0664236
7.937,0.0663761
7.938,0.0662572
7.939,0.0662172
7.94,0.0662149
7.941,0.0662437
7.942,0.0662562
7.943,0.0662704
7.944,0.0662618
7.945,0.0662103
7.946,0.0661505
7.947,0.066044
7.948,0.0659471
7.949,0.0658949
7.95,0.065876
7.951,0.0658573
7.952,0.0658342
7.953,0.0657709
7.954,0.0656677
7.955,0.0655803
7.956,0.0655263
7.957,0.0654933
7.958,0.0654516
7.959,0.0654102
7.96,0.0653738
7.961,0.065384
7.962,0.0654421
7.963,0.0654391
7.964,0.0654519
7.965,0.0654645
7.966,0.0655
7.967,0.0655899
7.968,0.0656338
7.969,0.0655942
7.97,0.0655221
7.971,0.0654861
7.972,0.0654874
7.973,0.0654381
7.974,0.0654014
7.975,0.0654254
7.976,0.0654759
7.977,0.0655264
7.978,0.0654834
7.979,0.0654265
7.98,0.0654003
7.981,0.0653813
7.982,0.0653762
7.983,0.0653817
7.984,0.065374
7.985,0.0654099
7.986,0.0654631
7.987,0.0654873
7.988,0.0655476
7.989,0.0656117
7.99,0.0656305
7.991,0.0656136
7.992,0.0656465
7.993,0.065695
7.994,0.0657138
7.995,0.0656902
7.996,0.0656211
7.997,0.0656213
7.998,0.0655897
7.999,0.0654583
8,0.0653948
8.001,0.0654585
8.002,0.0655675
8.003,0.0656325
8.004,0.0655852
8.005,0.0655636
8.006,0.0655848
8.007,0.0655647
8.008,0.0655632
8.009,0.0655718
8.01,0.0656211
8.011,0.0656122
8.012,0.0655363
8.013,0.0654966
8.014,0.0654696
8.015,0.0654468
8.016,0.0654127
8.017,0.0653059
8.018,0.0652446
8.019,0.0653171
8.02,0.0654111
8.021,0.0654057
8.022,0.0654069
8.023,0.065379
8.024,0.0652786
8.025,0.0653138
8.026,0.0654296
8.027,0.0654922
8.028,0.0655595
8.029,0.0656265
8.03,0.0656266
8.031,0.0656093
8.032,0.0655857
8.033,0.0655697
8.034,0.0655572
8.035,0.0656056
8.036,0.0656571
8.037,0.0657042
8.038,0.0657411
8.039,0.0657522
8.04,0.0657695
8.041,0.0657755
8.042,0.0658345
8.043,0.0658983
8.044,0.065901
8.045,0.0659035
8.046,0.0659657
8.047,0.0660273
8.048,0.066086
8.049,0.0661882
8.05,0.066276
8.051,0.0663031
8.052,0.0662457
8.053,0.066182
8.054,0.0661546
8.055,0.0661825
8.056,0.0662168
8.057,0.06617
8.058,0.0661014
8.059,0.0660569
8.06,0.0660403
8.061,0.0660569
8.062,0.0661083
8.063,0.0661428
8.064,0.0661801
8.065,0.0662523
8.066,0.0662911
8.067,0.0663288
8.068,0.0663816
8.069,0.0664193
8.07,0.0664135
8.071,0.066377
8.072,0.066364
8.073,0.0663947
8.074,0.0664596
8.075,0.0664746
8.076,0.0664555
8.077,0.0664026
8.078,0.0662905
8.079,0.0662741
8.08,0.0663756
8.081,0.0664749
8.082,0.0664614
8.083,0.0663492
8.084,0.0663103
8.085,0.0662971
8.086,0.066279
8.087,0.0663316
8.088,0.0663716
8.089,0.0663161
8.09,0.0663004
8.091,0.0663625
8.092,0.066385
8.093,0.0663735
8.094,0.0664161
8.095,0.0665099
8.096,0.0665621
8.097,0.0665624
8.098,0.0666124
8.099,0.0666435
8.1,0.0666613
8.101,0.066674
8.102,0.0666238
8.103,0.0665835
8.104,0.0665607
8.105,0.066504
8.106,0.0664994
8.107,0.0665138
8.108,0.0664727
8.109,0.0664227
8.11,0.0663809
8.111,0.0664106
8.112,0.0664553
8.113,0.0664998
8.114,0.0665828
8.115,0.0666066
8.116,0.0665065
8.117,0.0663836
8.118,0.0663155
8.119,0.0662884
8.12,0.0662544
8.121,0.0662701
8.122,0.0663334
8.123,0.0663425
8.124,0.0662757
8.125,0.0662721
8.126,0.0663426
8.127,0.0663728
8.128,0.0664262
8.129,0.0664393
8.13,0.0663687
8.131,0.0663127
8.132,0.0662409
8.133,0.0660825
8.134,0.0659839
8.135,0.0659858
8.136,0.0659827
8.137,0.0659631
8.138,0.0659887
8.139,0.0659811
8.14,0.0658875
8.141,0.0658602
8.142,0.0658809
8.143,0.0659128
8.144,0.0659501
8.145,0.0660123
8.146,0.0660532
8.147,0.0660412
8.148,0.0660753
8.149,0.066085
8.15,0.0661053
8.151,0.0661568
8.152,0.0661024
8.153,0.0660904
8.154,0.066149
8.155,0.0661439
8.156,0.0661147
8.157,0.0661445
8.158,0.066161
8.159,0.066193
8.16,0.0662012
8.161,0.0661566
8.162,0.0661357
8.163,0.066112
8.164,0.0661375
8.165,0.0661402
8.166,0.066042
8.167,0.0660128
8.168,0.0660798
8.169,0.0661299
8.17,0.066112
8.171,0.0660326
8.172,0.0659773
8.173,0.0659062
8.174,0.0658573
8.175,0.0659041
8.176,0.0659903
8.177,0.0660792
8.178,0.0661628
8.179,0.066224
8.18,0.0662447
8.181,0.066186
8.182,0.066114
8.183,0.0660458
8.184,0.0659688
8.185,0.0659442
8.186,0.0659259
8.187,0.0659455
8.188,0.0659975
8.189,0.066054
8.19,0.0660586
8.191,0.0660296
8.192,0.0660738
8.193,0.066087
8.194,0.0660222
8.195,0.0659888
8.196,0.0660459
8.197,0.0660461
8.198,0.0660327
8.199,0.0660556
8.2,0.066028
8.201,0.0660547
8.202,0.066124
8.203,0.0661239
8.204,0.0661112
8.205,0.0661101
8.206,0.0661348
8.207,0.0661227
8.208,0.0661018
8.209,0.0661735
8.21,0.066182
8.211,0.0661446
8.212,0.0661242
8.213,0.0661088
8.214,0.0660678
8.215,0.0660617
8.216,0.0660481
8.217,0.0660459
8.218,0.0660978
8.219,0.0660482
8.22,0.0660153
8.221,0.0660796
8.222,0.066082
8.223,0.0660402
8.224,0.0660914
8.225,0.066169
8.226,0.0662104
8.227,0.0662188
8.228,0.0661969
8.229,0.0661325
8.23,0.0661241
8.231,0.0661753
8.232,0.066171
8.233,0.066183
8.234,0.0661691
8.235,0.066126
8.236,0.0660563
8.237,0.0660166
8.238,0.0660968
8.239,0.066141
8.24,0.0661157
8.241,0.066127
8.242,0.0661256
8.243,0.0660983
8.244,0.0660668
8.245,0.066026
8.246,0.0659809
8.247,0.0659186
8.248,0.0658456
8.249,0.0657474
8.25,0.0656696
8.251,0.0656676
8.252,0.0656429
8.253,0.0656236
8.254,0.0655673
8.255,0.0654708
8.256,0.0655175
8.257,0.0656105
8.258,0.0655934
8.259,0.0655529
8.26,0.0656204
8.261,0.0656767
8.262,0.0656745
8.263,0.0657177
8.264,0.0657546
8.265,0.0658053
8.266,0.0658551
8.267,0.0657986
8.268,0.0657788
8.269,0.0657681
8.27,0.0657631
8.271,0.0657859
8.272,0.0657638
8.273,0.0658046
8.274,0.0658347
8.275,0.0658527
8.276,0.0658843
8.277,0.0659143
8.278,0.0660047
8.279,0.0660015
8.28,0.0659623
8.281,0.0660188
8.282,0.066027
8.283,0.0659741
8.284,0.065941
8.285,0.0658982
8.286,0.0658601
8.287,0.0657971
8.288,0.065735
8.289,0.0657199
8.29,0.065692
8.291,0.0656615
8.292,0.0656543
8.293,0.0657015
8.294,0.0657217
8.295,0.065637
8.296,0.0655713
8.297,0.0655517
8.298,0.0655748
8.299,0.0655755
8.3,0.0655601
8.301,0.0655374
8.302,0.0655368
8.303,0.0655491
8.304,0.0654914
8.305,0.0655093
8.306,0.0655547
8.307,0.0655298
8.308,0.0654948
8.309,0.0654599
8.31,0.0654577
8.311,0.0655299
8.312,0.0655576
8.313,0.0655277
8.314,0.0655255
8.315,0.0655166
8.316,0.0655249
8.317,0.0655199
8.318,0.065467
8.319,0.0654293
8.32,0.065436
8.321,0.0654337
8.322,0.0654316
8.323,0.0655001
8.324,0.0655446
8.325,0.0655722
8.326,0.065589
8.327,0.065589
8.328,0.0655991
8.329,0.0655759
8.33,0.0655559
8.331,0.0655634
8.332,0.0655889
8.333,0.0656306
8.334,0.065711
8.335,0.0657325
8.336,0.0656822
8.337,0.0657128
8.338,0.0657503
8.339,0.0657525
8.34,0.0657333
8.341,0.0657572
8.342,0.0658338
8.343,0.0659024
8.344,0.0659269
8.345,0.0659561
8.346,0.0660062
8.347,0.0660621
8.348,0.066173
8.349,0.0662145
8.35,0.0662432
8.351,0.0663288
8.352,0.0663271
8.353,0.0662901
8.354,0.0663076
8.355,0.0663564
8.356,0.0664311
8.357,0.0664583
8.358,0.0664141
8.359,0.0663898
8.36,0.066417
8.361,0.0664578
8.362,0.0664651
8.363,0.066396
8.364,0.066334
8.365,0.06631
8.366,0.0662834
8.367,0.0663167
8.368,0.0663964
8.369,0.0664135
8.37,0.0663506
8.371,0.0662622
8.372,0.0662277
8.373,0.0661606
8.374,0.0661162
8.375,0.0661859
8.376,0.0662211
8.377,0.0661686
8.378,0.0661688
8.379,0.0661694
8.38,0.0660745
8.381,0.0659803
8.382,0.0658975
8.383,0.0658424
8.384,0.06572
8.385,0.0656317
8.386,0.0656171
8.387,0.0656196
8.388,0.0656275
8.389,0.0655274
8.39,0.0654283
8.391,0.0653849
8.392,0.0654134
8.393,0.0654975
8.394,0.0655651
8.395,0.0656155
8.396,0.0656277
8.397,0.065606
8.398,0.0655582
8.399,0.0654868
8.4,0.0654348
8.401,0.0654022
8.402,0.0653735
8.403,0.0653675
8.404,0.0654026
8.405,0.0654196
8.406,0.0654627
8.407,0.0654807
8.408,0.0653619
8.409,0.0652748
8.41,0.0652988
8.411,0.0652828
8.412,0.0652438
8.413,0.0652515
8.414,0.0652269
8.415,0.0651647
8.416,0.0651201
8.417,0.0650702
8.418,0.0650206
8.419,0.0650881
8.42,0.0651992
8.421,0.065239
8.422,0.0652658
8.423,0.0653032
8.424,0.06528
8.425,0.0653007
8.426,0.065325
8.427,0.0653189
8.428,0.0653264
8.429,0.0652594
8.43,0.0652216
8.431,0.0652415
8.432,0.0653176
8.433,0.0653791
8.434,0.0654184
8.435,0.0654667
8.436,0.0654415
8.437,0.065397
8.438,0.0654097
8.439,0.0654817
8.44,0.0654656
8.441,0.0654317
8.442,0.0654791
8.443,0.0654859
8.444,0.0655232
8.445,0.0655853
8.446,0.0655422
8.447,0.0655103
8.448,0.0655483
8.449,0.065617
8.45,0.0656249
8.451,0.0655914
8.452,0.0656492
8.453,0.0656523
8.454,0.0656246
8.455,0.0656145
8.456,0.0655939
8.457,0.0655737
8.458,0.0654664
8.459,0.0653597
8.46,0.065292
8.461,0.0652855
8.462,0.0653514
8.463,0.06538
8.464,0.0654027
8.465,0.0653935
8.466,0.0654208
8.467,0.0654782
8.468,0.0654833
8.469,0.0654958
8.47,0.0655496
8.471,0.0656193
8.472,0.0656316
8.473,0.0656135
8.474,0.0656165
8.475,0.0656437
8.476,0.0656706
8.477,0.0657327
8.478,0.0658024
8.479,0.0658387
8.48,0.0658878
8.481,0.0659669
8.482,0.0659961
8.483,0.06599
8.484,0.066016
8.485,0.0660459
8.486,0.0661973
8.487,0.066359
8.488,0.0663787
8.489,0.0663448
8.49,0.0663234
8.491,0.0663751
8.492,0.066391
8.493,0.0662961
8.494,0.0662467
8.495,0.0662565
8.496,0.0662422
8.497,0.0662034
8.498,0.0662032
8.499,0.0662318
8.5,0.0662164
8.501,0.0662166
8.502,0.0662003
8.503,0.0662131
8.504,0.0662989
8.505,0.066391
8.506,0.0664826
8.507,0.0664897
8.508,0.0664711
8.509,0.0664754
8.51,0.0664194
8.511,0.0663536
8.512,0.066361
8.513,0.066395
8.514,0.0663572
8.515,0.0662351
8.516,0.0661594
8.517,0.0661607
8.518,0.0661221
8.519,0.0660577
8.52,0.0659941
8.521,0.0659409
8.522,0.0659463
8.523,0.0659426
8.524,0.0658604
8.525,0.0657558
8.526,0.0657548
8.527,0.0657679
8.528,0.0657758
8.529,0.0658132
8.53,0.0658629
8.531,0.0659636
8.532,0.0660566
8.533,0.0661152
8.534,0.066145
8.535,0.066134
8.536,0.0661343
8.537,0.0662221
8.538,0.0663277
8.539,0.0663499
8.54,0.0663265
8.541,0.0663887
8.542,0.0665043
8.543,0.0665244
8.544,0.066464
8.545,0.0663905
8.546,0.0662809
8.547,0.0662609
8.548,0.0662578
8.549,0.0661936
8.55,0.0661916
8.551,0.0662548
8.552,0.0662898
8.553,0.0663259
8.554,0.0664144
8.555,0.0664262
8.556,0.0663741
8.557,0.066405
8.558,0.0665033
8.559,0.0665956
8.56,0.0666907
8.561,0.0666867
8.562,0.0666254
8.563,0.066619
8.564,0.0666767
8.565,0.0667574
8.566,0.0667679
8.567,0.0667497
8.568,0.0667368
8.569,0.0667162
8.57,0.066714
8.571,0.066769
8.572,0.0667809
8.573,0.0667066
8.574,0.0665672
8.575,0.0664367
8.576,0.0663947
8.577,0.0664379
8.578,0.0664889
8.579,0.0664293
8.58,0.0663207
8.581,0.0662514
8.582,0.0661718
8.583,0.0661699
8.584,0.066158
8.585,0.0660965
8.586,0.0660818
8.587,0.0660582
8.588,0.066062
8.589,0.0660303
8.59,0.0660046
8.591,0.0660088
8.592,0.0659849
8.593,0.065951
8.594,0.0659176
8.595,0.0658753
8.596,0.0658402
8.597,0.0658766
8.598,0.0659131
8.599,0.0659422
8.6,0.0660102
8.601,0.0660926
8.602,0.0661872
8.603,0.0662759
8.604,0.0663729
8.605,0.066433
8.606,0.0663999
8.607,0.0663363
8.608,0.0663284
8.609,0.0662795
8.61,0.0662129
8.611,0.0661468
8.612,0.0660843
8.613,0.0660896
8.614,0.0661155
8.615,0.0660504
8.616,0.0659853
8.617,0.0660115
8.618,0.0660645
8.619,0.0661687
8.62,0.0662063
8.621,0.0662127
8.622,0.0662559
8.623,0.0662564
8.624,0.0662202
8.625,0.0661692
8.626,0.0661137
8.627,0.0660202
8.628,0.0659083
8.629,0.0658572
8.63,0.0658571
8.631,0.065865
8.632,0.0658489
8.633,0.065882
8.634,0.065914
8.635,0.0659444
8.636,0.065964
8.637,0.0659595
8.638,0.0659706
8.639,0.0659474
8.64,0.065926
8.641,0.0659579
8.642,0.065989
8.643,0.0659232
8.644,0.0658129
8.645,0.065776
8.646,0.0658327
8.647,0.0658372
8.648,0.0657953
8.649,0.0657729
8.65,0.0657993
8.651,0.0658214
8.652,0.065849
8.653,0.0659097
8.654,0.0659034
8.655,0.0659135
8.656,0.0659511
8.657,0.065978
8.658,0.066046
8.659,0.0660862
8.66,0.0660284
8.661,0.0659339
8.662,0.0658461
8.663,0.0657535
8.664,0.0657188
8.665,0.0657309
8.666,0.0657773
8.667,0.0657808
8.668,0.0656797
8.669,0.0656649
8.67,0.0656853
8.671,0.0656514
8.672,0.0656614
8.673,0.0657049
8.674,0.0657827
8.675,0.0658124
8.676,0.0657966
8.677,0.0657079
8.678,0.0656415
8.679,0.0656763
8.68,0.0656718
8.681,0.0656604
8.682,0.0655924
8.683,0.0655127
8.684,0.0655077
8.685,0.0655305
8.686,0.0655312
8.687,0.0655159
8.688,0.0655008
8.689,0.0654634
8.69,0.0653949
8.691,0.0653808
8.692,0.0653613
8.693,0.0653639
8.694,0.0653821
8.695,0.0654016
8.696,0.0655014
8.697,0.0656091
8.698,0.0656596
8.699,0.0656876
8.7,0.0657754
8.701,0.0658283
8.702,0.0657686
8.703,0.0657632
8.704,0.0658638
8.705,0.0658902
8.706,0.0658578
8.707,0.0658013
8.708,0.0657613
8.709,0.0657172
8.71,0.0657227
8.711,0.0657873
8.712,0.0657852
8.713,0.0657639
8.714,0.065738
8.715,0.0656833
8.716,0.065675
8.717,0.065701
8.718,0.0656925
8.719,0.0656714
8.72,0.0656985
8.721,0.065708
8.722,0.0657157
8.723,0.0657489
8.724,0.0657306
8.725,0.0657123
8.726,0.0657122
8.727,0.0657247
8.728,0.0657914
8.729,0.0658004
8.73,0.0656926
8.731,0.0656705
8.732,0.0657452
8.733,0.0658428
8.734,0.0658834
8.735,0.0658896
8.736,0.0658779
8.737,0.06585
8.738,0.0659087
8.739,0.0659945
8.74,0.0660292
8.741,0.0660003
8.742,0.0659824
8.743,0.0659859
8.744,0.06602
8.745,0.0660206
8.746,0.0659661
8.747,0.0659502
8.748,0.0659718
8.749,0.0659428
8.75,0.065934
8.751,0.0660354
8.752,0.0660593
8.753,0.0660214
8.754,0.0659837
8.755,0.0659607
8.756,0.0659954
8.757,0.0660252
8.758,0.0660214
8.759,0.0660108
8.76,0.0660141
8.761,0.066043
8.762,0.0660742
8.763,0.0660858
8.764,0.0660771
8.765,0.0660549
8.766,0.0660884
8.767,0.0661608
8.768,0.066129
8.769,0.0660969
8.77,0.0661714
8.771,0.0662071
8.772,0.066196
8.773,0.0661701
8.774,0.0661432
